question,worker,answer
553,1,2
553,2,1
553,5,0
553,28,2
553,43,0
553,44,1
553,50,0
553,54,3
553,61,0
553,99,0
142,1,2
142,9,2
142,10,1
142,16,3
142,20,3
142,21,0
142,22,0
142,37,2
142,52,2
142,86,0
679,1,0
679,6,1
679,10,1
679,16,1
679,19,0
679,34,1
679,37,2
679,59,0
679,61,2
679,66,1
505,1,1
505,12,1
505,17,0
505,20,1
505,32,1
505,39,3
505,40,0
505,52,1
505,60,2
505,96,0
594,1,0
594,3,0
594,7,2
594,10,1
594,16,3
594,22,3
594,29,0
594,55,0
594,60,0
594,63,1
704,1,3
704,16,2
704,21,0
704,28,3
704,34,2
704,35,2
704,51,3
704,54,3
704,73,2
704,107,2
259,1,2
259,7,1
259,9,1
259,13,1
259,34,2
259,37,0
259,56,2
259,58,1
259,62,2
259,98,2
419,1,3
419,9,3
419,21,3
419,34,1
419,35,3
419,43,3
419,44,3
419,49,3
419,54,1
419,69,0
213,1,1
213,14,1
213,15,2
213,16,2
213,17,2
213,23,2
213,31,2
213,34,0
213,35,2
213,40,1
311,1,3
311,9,3
311,15,2
311,28,2
311,34,2
311,35,3
311,37,3
311,58,2
311,87,3
311,101,2
574,1,0
574,14,0
574,20,0
574,21,1
574,25,3
574,27,0
574,28,2
574,30,0
574,43,3
574,56,0
456,1,2
456,4,3
456,8,2
456,15,2
456,21,1
456,34,2
456,40,3
456,54,2
456,60,3
456,61,1
452,1,2
452,2,3
452,9,0
452,16,1
452,25,3
452,28,1
452,29,3
452,31,0
452,37,2
452,56,3
95,1,1
95,2,1
95,3,1
95,9,3
95,10,1
95,13,2
95,20,3
95,22,2
95,44,1
95,67,2
287,1,0
287,3,0
287,9,2
287,11,1
287,20,0
287,22,0
287,29,0
287,43,2
287,58,1
287,90,2
97,1,1
97,10,2
97,15,1
97,17,3
97,31,1
97,37,1
97,39,3
97,43,1
97,62,1
97,90,2
81,1,1
81,12,2
81,15,1
81,31,1
81,37,1
81,39,1
81,41,0
81,67,3
81,77,0
81,85,1
562,1,1
562,4,0
562,13,3
562,16,0
562,21,1
562,22,2
562,37,1
562,40,2
562,43,1
562,48,2
705,1,2
705,13,3
705,20,1
705,22,3
705,29,2
705,30,1
705,34,1
705,58,0
705,60,2
705,61,2
222,1,2
222,9,1
222,10,3
222,13,3
222,16,0
222,20,1
222,34,3
222,41,3
222,54,2
222,72,0
328,1,3
328,3,3
328,8,3
328,10,0
328,16,0
328,23,1
328,34,3
328,53,0
328,62,3
328,74,3
202,1,2
202,10,3
202,12,0
202,22,3
202,23,3
202,31,0
202,34,2
202,39,2
202,43,0
202,51,1
388,1,1
388,2,1
388,4,0
388,6,2
388,14,1
388,16,3
388,40,3
388,41,0
388,50,1
388,51,1
8,1,0
8,3,0
8,5,0
8,20,0
8,23,1
8,40,3
8,44,0
8,45,3
8,46,3
8,47,0
263,1,0
263,13,3
263,16,2
263,20,1
263,37,0
263,40,2
263,41,1
263,43,1
263,62,1
263,81,0
250,1,3
250,3,3
250,29,3
250,35,3
250,39,3
250,40,0
250,43,3
250,73,1
250,83,1
250,90,1
126,1,2
126,9,3
126,11,0
126,16,0
126,19,0
126,22,0
126,39,3
126,47,2
126,55,2
126,66,3
380,1,0
380,3,0
380,9,3
380,13,2
380,21,2
380,37,3
380,41,0
380,43,2
380,56,3
380,63,3
179,1,2
179,9,2
179,20,1
179,23,2
179,31,0
179,34,3
179,42,2
179,48,1
179,54,2
179,65,3
413,1,3
413,3,0
413,12,3
413,16,3
413,21,1
413,25,3
413,28,2
413,30,3
413,31,1
413,50,3
110,1,2
110,3,3
110,9,2
110,21,3
110,22,3
110,35,2
110,45,0
110,55,2
110,56,0
110,61,1
31,1,2
31,9,0
31,10,2
31,13,2
31,15,1
31,20,2
31,31,2
31,35,2
31,43,1
31,48,0
310,1,1
310,13,3
310,22,3
310,23,0
310,27,2
310,34,1
310,36,1
310,43,2
310,45,1
310,63,2
65,1,3
65,3,1
65,5,3
65,26,1
65,34,3
65,36,3
65,39,2
65,40,1
65,41,3
65,55,3
383,1,1
383,10,1
383,34,0
383,39,3
383,40,1
383,44,1
383,47,1
383,48,2
383,79,0
383,102,1
87,1,1
87,8,0
87,14,1
87,16,3
87,28,3
87,31,2
87,34,3
87,39,1
87,43,2
87,69,1
183,1,3
183,25,2
183,29,3
183,31,3
183,33,3
183,34,2
183,37,3
183,55,3
183,75,2
183,95,3
530,1,3
530,3,3
530,9,3
530,13,2
530,15,2
530,16,2
530,22,1
530,37,2
530,53,3
530,55,3
479,1,3
479,3,2
479,17,1
479,20,3
479,22,0
479,23,3
479,31,3
479,32,3
479,35,3
479,65,1
368,1,0
368,3,1
368,9,0
368,13,3
368,19,1
368,24,3
368,31,0
368,34,0
368,40,2
368,47,3
563,1,0
563,6,3
563,10,2
563,14,0
563,16,3
563,25,0
563,34,0
563,45,0
563,47,2
563,61,0
402,1,1
402,2,0
402,9,1
402,10,2
402,13,3
402,15,1
402,18,0
402,30,0
402,41,3
402,55,2
555,1,2
555,16,1
555,20,0
555,22,2
555,23,3
555,34,1
555,35,1
555,36,3
555,40,2
555,63,1
433,1,0
433,5,1
433,9,1
433,15,0
433,16,2
433,25,2
433,28,1
433,43,2
433,52,0
433,58,2
275,1,1
275,3,1
275,16,1
275,31,1
275,32,1
275,34,1
275,35,1
275,43,1
275,49,1
275,69,1
125,1,0
125,15,2
125,16,3
125,22,3
125,28,1
125,30,0
125,39,2
125,47,2
125,50,1
125,81,3
482,1,3
482,5,0
482,10,0
482,16,3
482,35,3
482,39,3
482,40,3
482,43,3
482,54,3
482,88,3
216,1,0
216,3,0
216,8,2
216,13,2
216,15,0
216,16,1
216,26,3
216,31,1
216,49,2
216,70,3
301,1,3
301,3,0
301,5,3
301,10,1
301,13,0
301,31,2
301,35,2
301,39,2
301,55,3
301,56,3
730,1,2
730,3,2
730,9,1
730,11,1
730,14,2
730,20,2
730,25,2
730,34,2
730,53,1
730,73,1
317,1,3
317,2,1
317,3,3
317,10,3
317,13,2
317,16,0
317,22,3
317,34,3
317,37,3
317,62,3
617,1,2
617,10,0
617,19,1
617,21,3
617,31,0
617,34,3
617,35,2
617,39,0
617,43,2
617,58,3
270,1,3
270,11,0
270,16,2
270,20,0
270,35,2
270,39,2
270,40,2
270,69,0
270,81,3
270,85,3
84,1,0
84,14,0
84,16,2
84,17,0
84,20,3
84,22,3
84,25,2
84,35,2
84,40,1
84,56,3
23,1,0
23,3,0
23,10,1
23,13,2
23,20,1
23,36,0
23,39,3
23,48,3
23,55,0
23,64,1
366,1,3
366,4,1
366,16,2
366,21,3
366,34,0
366,35,0
366,39,1
366,41,3
366,43,1
366,51,2
290,1,1
290,3,0
290,7,2
290,12,2
290,13,3
290,16,3
290,21,3
290,22,1
290,29,1
290,45,3
276,1,2
276,5,0
276,9,1
276,20,3
276,22,0
276,23,1
276,24,2
276,31,3
276,37,2
276,50,2
625,1,2
625,3,2
625,9,1
625,15,2
625,16,3
625,29,2
625,31,1
625,34,1
625,36,2
625,43,0
556,1,2
556,5,2
556,13,2
556,17,2
556,19,3
556,20,0
556,25,2
556,35,0
556,39,0
556,66,2
113,1,3
113,2,3
113,3,3
113,12,0
113,20,1
