question,worker,answer
722,1,1
722,8,1
722,17,2
722,20,1
722,22,2
722,23,1
722,28,1
722,31,3
722,41,3
722,55,2
272,1,3
272,16,3
272,28,3
272,29,2
272,34,3
272,39,3
272,42,3
272,48,3
272,58,3
272,88,1
34,1,0
34,3,0
34,13,0
34,14,0
34,15,2
34,16,0
34,24,0
34,31,1
34,35,0
34,53,0
593,1,1
593,3,1
593,9,2
593,15,3
593,22,1
593,37,1
593,39,1
593,41,3
593,53,1
593,80,1
497,1,3
497,4,3
497,5,3
497,21,3
497,23,3
497,35,0
497,43,3
497,53,3
497,54,3
497,55,0
23,1,0
23,3,2
23,10,0
23,13,2
23,20,1
23,36,1
23,39,0
23,48,2
23,55,0
23,64,0
617,1,2
617,10,1
617,19,0
617,21,2
617,31,3
617,34,2
617,35,3
617,39,3
617,43,2
617,58,2
269,1,0
269,3,1
269,13,0
269,15,0
269,16,0
269,22,0
269,36,3
269,53,2
269,57,0
269,75,2
530,1,3
530,3,1
530,9,3
530,13,0
530,15,3
530,16,3
530,22,0
530,37,3
530,53,3
530,55,3
202,1,2
202,10,2
202,12,2
202,22,3
202,23,3
202,31,2
202,34,2
202,39,1
202,43,2
202,51,1
678,1,3
678,13,3
678,16,3
678,20,3
678,22,3
678,25,1
678,34,1
678,43,2
678,54,3
678,88,1
13,1,3
13,2,0
13,5,1
13,9,0
13,10,2
13,12,3
13,13,2
13,14,2
13,25,1
13,43,2
366,1,3
366,4,2
366,16,3
366,21,0
366,34,3
366,35,3
366,39,3
366,41,2
366,43,2
366,51,3
270,1,3
270,11,3
270,16,3
270,20,0
270,35,2
270,39,3
270,40,3
270,69,3
270,81,0
270,85,1
705,1,2
705,13,1
705,20,1
705,22,2
705,29,2
705,30,2
705,34,1
705,58,2
705,60,2
705,61,2
304,1,1
304,2,3
304,16,1
304,17,0
304,23,1
304,29,3
304,31,0
304,61,1
304,90,1
304,97,1
524,1,3
524,10,2
524,14,0
524,21,1
524,30,3
524,35,3
524,40,3
524,54,1
524,66,3
524,69,3
84,1,0
84,14,0
84,16,0
84,17,0
84,20,1
84,22,0
84,25,0
84,35,0
84,40,0
84,56,2
275,1,1
275,3,1
275,16,1
275,31,3
275,32,3
275,34,2
275,35,1
