question,worker,answer
76,0,1
76,1,1
76,2,1
76,3,0
76,4,1
76,5,1
76,6,0
76,7,1
76,8,1
76,9,1
76,10,1
76,11,0
76,12,1
76,13,1
76,14,0
76,15,1
76,16,1
76,17,1
76,18,1
76,19,1
76,20,1
76,21,0
76,22,0
76,23,0
76,24,1
76,25,0
76,26,0
76,27,1
76,28,1
76,29,0
76,30,1
76,31,0
76,32,1
76,33,1
76,34,0
76,35,1
76,36,1
76,37,0
76,38,0
62,0,0
62,1,0
62,2,1
62,3,1
62,4,0
62,5,0
62,6,0
62,7,1
62,8,0
62,9,0
62,10,0
62,11,0
62,12,0
62,13,0
62,14,0
62,15,0
62,16,0
62,17,0
62,18,0
62,19,0
62,20,1
62,21,0
62,22,1
62,23,0
62,24,0
62,25,0
62,26,0
62,27,0
62,28,0
62,29,0
62,30,0
62,31,1
62,32,0
62,33,0
62,34,0
62,35,0
62,36,0
62,37,0
62,38,0
70,0,1
70,1,1
70,2,0
70,3,1
70,4,1
70,5,1
70,6,1
70,7,0
70,8,0
70,9,1
70,10,1
70,11,0
70,12,1
70,13,1
70,14,0
70,15,1
70,16,1
70,17,1
70,18,1
70,19,1
70,20,1
70,21,0
70,22,1
70,23,0
70,24,1
70,25,1
70,26,1
70,27,1
70,28,1
70,29,1
70,30,1
70,31,1
70,32,0
70,33,1
70,34,1
70,35,1
70,36,0
70,37,0
70,38,1
22,0,0
22,1,0
22,2,1
22,3,0
22,4,0
22,5,1
22,6,0
22,7,1
22,8,1
22,9,0
22,10,1
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,1
22,23,0
22,24,0
22,25,0
22,26,0
22,27,0
22,28,0
22,29,0
22,30,1
22,31,0
22,32,0
22,33,0
22,34,0
22,35,1
22,36,0
22,37,1
22,38,0
12,0,0
12,1,0
12,2,0
12,3,1
12,4,0
12,5,0
12,6,1
12,7,0
12,8,1
12,9,0
12,10,1
12,11,0
12,12,0
12,13,0
12,14,0
12,15,1
12,16,1
12,17,1
12,18,1
12,19,0
12,20,1
12,21,1
12,22,1
12,23,0
12,24,0
