question,worker,answer
615,1,0
615,8,1
615,13,2
615,34,0
615,36,0
615,37,0
615,42,1
615,43,0
615,47,1
615,62,3
653,1,3
653,11,2
653,13,3
653,21,3
653,22,3
653,25,3
653,29,3
653,55,3
653,59,3
653,61,2
13,1,3
13,2,1
13,5,0
13,9,2
13,10,3
13,12,1
13,13,0
13,14,3
13,25,2
13,43,1
655,1,0
655,2,0
655,3,0
655,11,0
655,13,3
655,16,1
655,31,0
655,40,2
655,55,2
655,56,2
240,1,2
240,2,2
240,13,3
240,16,0
240,19,3
240,20,3
240,23,0
240,43,2
240,49,2
240,54,3
285,1,0
285,16,1
285,25,1
285,27,1
285,50,2
285,56,0
285,57,0
285,63,2
285,70,0
285,85,1
482,1,3
482,5,3
482,10,2
482,16,2
482,35,2
482,39,3
482,40,1
482,43,2
482,54,1
482,88,1
118,1,2
118,8,2
118,16,2
118,20,0
118,23,0
118,25,2
118,28,2
118,29,2
118,34,2
118,53,2
263,1,0
263,13,0
263,16,0
263,20,1
263,37,0
263,40,1
263,41,2
263,43,2
263,62,0
263,81,1
310,1,1
310,13,1
310,22,0
310,23,3
310,27,2
310,34,1
310,36,2
310,43,1
310,45,1
310,63,3
88,1,1
88,9,1
88,10,1
88,16,1
88,19,3
88,21,1
88,37,1
88,42,1
88,51,1
88,55,1
459,1,2
459,6,2
459,12,3
459,13,0
459,15,2
459,22,0
459,23,3
459,34,2
459,55,1
459,56,3
81,1,1
81,12,1
81,15,1
81,31,3
81,37,1
81,39,1
81,41,1
81,67,0
81,77,1
81,85,1
398,1,1
398,10,3
398,13,2
398,25,3
398,35,0
398,40,0
398,47,1
398,51,3
398,53,1
398,91,0
552,1,0
552,9,0
552,12,2
552,16,1
552,22,2
552,23,0
552,31,0
552,39,3
552,45,0
552,55,1
489,1,2
489,13,2
489,31,2
489,39,1
489,41,3
489,47,0
489,50,2
489,56,2
489,63,2
489,80,2
142,1,2
142,9,3
142,10,2
142,16,2
142,20,2
142,21,2
142,22,0
142,37,2
142,52,2
142,86,0
185,1,3
185,12,3
185,20,0
185,21,3
185,25,3
185,31,0
185,35,1
185,43,3
185,55,1
185,60,3
269,1,0
269,3,0
269,13,0
269,15,0
269,16,0
269,22,0
269,36,0
269,53,0
269,57,0
269,75,0
179,1,2
179,9,3
179,20,2
179,23,1
179,31,2
179,34,2
179,42,3
179,48,3
179,54,0
179,65,2
31,1,2
31,9,0
31,10,3
31,13,2
31,15,2
31,20,3
31,31,2
31,35,2
31,43,2
31,48,3
581,1,2
581,13,2
581,19,2
581,37,2
581,39,2
581,41,2
581,43,2
581,47,2
581,56,2
581,63,2
380,1,0
380,3,2
380,9,3
380,13,1
380,21,0
380,37,0
380,41,1
380,43,3
380,56,0
380,63,0
57,1,3
57,5,0
57,8,3
57,37,3
57,43,3
57,45,2
57,47,3
57,49,3
57,52,2
57,80,3
308,1,1
308,4,1
308,6,1
308,13,1
308,16,3
308,23,2
308,31,2
308,50,1
308,72,3
308,90,3
71,1,2
71,13,2
71,15,3
71,34,2
71,35,1
71,47,2
71,51,1
71,54,2
71,55,2
71,66,2
370,1,3
370,9,3
370,16,3
370,20,3
370,23,3
370,35,1
370,37,1
370,53,0
370,58,0
370,66,0
402,1,1
402,2,1
402,9,1
402,10,3
402,13,1
402,15,1
402,18,1
402,30,0
402,41,0
402,55,1
174,1,3
174,3,3
174,6,3
174,10,3
174,13,0
174,21,3
174,22,3
174,35,1
174,60,0
174,61,2
625,1,2
625,3,2
625,9,2
625,15,2
625,16,2
625,29,2
625,31,3
625,34,3
625,36,2
625,43,2
259,1,2
259,7,1
259,9,3
259,13,2
259,34,2
259,37,2
259,56,2
259,58,2
259,62,2
259,98,2
448,1,2
448,3,2
448,13,2
448,17,2
448,20,0
448,35,3
448,37,1
448,43,3
448,50,1
448,58,0
275,1,1
275,3,2
275,16,1
275,31,3
275,32,2
275,34,1
275,35,2
275,43,1
275,49,1
275,69,1
162,1,1
162,9,3
162,16,2
162,27,1
162,29,1
162,31,0
162,42,1
162,48,3
162,58,3
162,85,1
116,1,3
116,12,3
116,13,0
116,14,2
116,17,0
116,23,1
116,35,2
116,40,3
116,47,0
116,61,3
722,1,1
722,8,3
722,17,1
722,20,2
722,22,1
722,23,1
722,28,3
722,31,0
722,41,1
722,55,3
456,1,2
456,4,0
456,8,2
456,15,2
456,21,2
456,34,2
456,40,1
456,54,2
456,60,1
456,61,1
202,1,2
202,10,2
202,12,2
202,22,3
202,23,2
202,31,2
202,34,2
202,39,2
202,43,3
202,51,2
568,1,2
568,14,3
568,20,0
568,40,2
568,43,2
568,54,2
568,56,2
568,61,1
568,63,0
568,89,2
590,1,0
590,3,0
590,12,0
590,13,0
590,15,0
590,16,0
590,20,1
590,56,3
590,60,0
590,76,0
574,1,0
574,14,1
574,20,2
574,21,2
574,25,3
574,27,3
574,28,0
574,30,0
574,43,0
574,56,3
593,1,1
593,3,1
593,9,2
593,15,1
593,22,3
593,37,1
593,39,3
593,41,0
593,53,1
593,80,0
714,1,1
714,11,0
714,16,1
714,20,1
714,22,0
714,28,1
714,31,1
714,35,3
714,43,1
714,47,2
87,1,1
87,8,0
87,14,1
87,16,1
87,28,0
87,31,1
87,34,1
87,39,3
87,43,1
87,69,1
95,1,1
95,2,1
95,3,2
95,9,2
95,10,1
95,13,1
95,20,0
95,22,0
95,44,1
