question,worker,answer
100,1,0
100,3,0
100,4,0
100,10,0
100,13,2
100,26,0
100,34,0
100,49,2
100,56,2
100,61,0
419,1,3
419,9,2
419,21,3
419,34,3
419,35,3
419,43,2
419,44,1
419,49,1
419,54,3
419,69,3
275,1,1
275,3,1
275,16,1
275,31,1
275,32,1
275,34,1
275,35,2
275,43,1
275,49,1
275,69,3
505,1,1
505,12,0
505,17,0
505,20,0
505,32,1
505,39,1
505,40,1
505,52,1
505,60,2
505,96,2
268,1,2
268,5,2
268,9,2
268,10,1
268,21,3
268,23,2
268,27,2
268,37,2
268,40,2
268,55,2
653,1,3
653,11,1
653,13,3
653,21,1
653,22,2
653,25,1
653,29,3
653,55,3
653,59,3
653,61,3
628,1,0
628,8,3
628,13,3
628,16,0
628,20,0
628,29,0
628,34,1
628,35,1
628,53,0
628,66,1
125,1,0
125,15,2
125,16,0
125,22,0
125,28,2
125,30,0
125,39,0
125,47,0
125,50,0
125,81,0
398,1,1
398,10,1
398,13,1
398,25,1
398,35,1
398,40,1
398,47,1
398,51,0
398,53,1
398,91,0
345,1,1
345,13,1
345,16,3
345,23,1
345,25,1
345,34,1
345,37,1
345,54,1
345,58,2
345,97,1
459,1,2
459,6,2
459,12,3
459,13,0
459,15,1
459,22,0
459,23,2
459,34,0
459,55,2
459,56,0
325,1,2
325,2,3
325,11,2
325,25,1
325,28,2
325,31,2
325,43,3
325,47,2
325,55,2
325,61,0
722,1,1
722,8,1
722,17,2
722,20,3
722,22,3
722,23,1
722,28,1
722,31,1
722,41,1
722,55,1
211,1,0
211,3,3
211,13,0
211,19,2
211,37,0
211,40,0
211,44,3
211,54,0
211,57,0
211,89,3
116,1,3
116,12,0
116,13,3
116,14,3
116,17,3
116,23,3
116,35,3
116,40,2
116,47,3
116,61,3
301,1,3
301,3,3
301,5,3
301,10,2
301,13,2
301,31,3
301,35,3
301,39,1
301,55,1
301,56,1
208,1,1
208,3,1
208,8,1
208,9,1
208,28,3
208,34,1
208,44,1
208,47,1
208,53,1
208,65,3
448,1,2
448,3,1
448,13,2
448,17,2
448,20,2
448,35,2
448,37,2
448,43,2
448,50,2
448,58,0
174,1,3
174,3,2
174,6,1
174,10,3
174,13,1
174,21,0
174,22,3
174,35,2
174,60,0
174,61,0
290,1,1
290,3,1
290,7,1
290,12,2
290,13,0
290,16,1
290,21,1
290,22,1
290,29,1
290,45,1
574,1,0
574,14,0
574,20,2
574,21,0
574,25,2
574,27,2
574,28,0
574,30,1
574,43,0
574,56,3
366,1,3
366,4,0
366,16,3
366,21,3
366,34,3
366,35,3
366,39,3
366,41,3
366,43,3
366,51,2
285,1,0
285,16,1
285,25,0
285,27,0
285,50,0
285,56,0
285,57,2
285,63,0
285,70,2
285,85,0
590,1,0
590,3,2
590,12,3
590,13,0
590,15,1
590,16,0
590,20,1
590,56,1
590,60,0
590,76,3
650,1,2
650,2,0
650,3,2
650,9,2
650,16,2
650,17,1
650,20,3
650,35,0
650,40,0
650,43,2
213,1,1
213,14,1
213,15,3
213,16,2
213,17,3
213,23,1
213,31,3
213,34,3
213,35,3
213,40,1
71,1,2
71,13,1
71,15,2
