question,worker,answer
164,1,3
164,14,3
164,20,3
164,29,2
164,30,1
164,31,2
164,41,0
164,56,3
164,58,2
164,89,3
354,1,1
354,5,1
354,15,0
354,23,1
354,27,1
354,32,2
354,52,3
354,55,0
354,60,3
354,62,3
479,1,3
479,3,2
479,17,1
479,20,3
479,22,3
479,23,3
479,31,0
479,32,3
479,35,1
479,65,3
413,1,3
413,3,0
413,12,3
413,16,3
413,21,1
413,25,3
413,28,3
413,30,3
413,31,2
413,50,0
311,1,3
311,9,1
311,15,1
311,28,3
311,34,1
311,35,3
311,37,3
311,58,0
311,87,1
311,101,3
110,1,2
110,3,2
110,9,3
110,21,2
110,22,2
110,35,3
110,45,0
110,55,3
110,56,2
110,61,2
34,1,0
34,3,0
34,13,2
34,14,0
34,15,1
34,16,3
34,24,0
34,31,0
34,35,0
34,53,2
477,1,0
477,9,0
477,13,2
477,17,0
477,20,0
477,27,0
477,29,3
477,41,2
477,43,0
477,66,0
456,1,2
456,4,2
456,8,2
456,15,0
456,21,2
456,34,2
456,40,2
456,54,0
456,60,2
456,61,1
223,1,2
223,2,2
223,3,0
223,6,3
223,9,1
223,20,2
223,29,2
223,31,0
223,35,2
223,45,2
730,1,2
730,3,0
730,9,3
730,11,1
730,14,3
730,20,2
730,25,3
730,34,3
730,53,0
730,73,2
240,1,2
240,2,2
240,13,1
240,16,1
240,19,0
240,20,2
240,23,2
240,43,2
240,49,2
240,54,2
41,1,2
41,16,1
41,30,1
41,31,1
41,34,3
41,35,2
41,49,2
41,72,3
41,74,2
41,75,0
398,1,1
398,10,0
398,13,1
398,25,0
398,35,0
398,40,1
398,47,3
398,51,1
398,53,1
398,91,1
370,1,3
370,9,3
370,16,0
370,20,3
370,23,2
370,35,3
370,37,3
370,53,3
370,58,2
370,66,3
343,1,1
343,3,1
343,16,0
343,20,1
343,21,1
343,28,2
343,31,3
343,35,1
343,61,1
343,66,1
115,1,2
115,3,2
115,9,2
115,12,2
115,13,1
115,20,2
115,41,0
115,51,0
115,53,2
115,54,3
222,1,2
222,9,2
222,10,1
222,13,3
222,16,0
222,20,1
