question,worker,answer
345,1,1
345,13,1
345,16,1
345,23,1
345,25,2
345,34,1
345,37,0
345,54,1
345,58,1
345,97,1
383,1,1
383,10,1
383,34,1
383,39,0
383,40,0
383,44,3
383,47,2
383,48,1
383,79,1
383,102,1
223,1,2
223,2,2
223,3,3
223,6,3
223,9,3
223,20,1
223,29,3
223,31,2
223,35,2
223,45,2
110,1,2
110,3,2
110,9,2
110,21,2
110,22,2
110,35,2
110,45,2
110,55,2
110,56,2
110,61,2
579,1,2
579,7,1
579,9,2
579,12,2
579,13,2
579,17,2
579,20,1
579,25,3
579,51,2
579,53,3
301,1,3
301,3,3
301,5,3
301,10,1
301,13,1
301,31,3
301,35,3
301,39,1
301,55,3
301,56,3
125,1,0
125,15,1
125,16,0
125,22,2
125,28,1
125,30,3
125,39,0
125,47,0
125,50,0
125,81,2
617,1,2
617,10,2
617,19,2
617,21,2
617,31,2
617,34,2
617,35,2
617,39,3
617,43,2
617,58,0
415,1,2
415,6,2
415,22,0
415,31,2
415,35,2
415,41,2
415,58,3
415,62,2
415,63,2
415,69,0
113,1,3
113,2,1
113,3,1
113,12,3
113,20,1
113,23,3
113,37,1
113,52,3
113,54,2
113,73,0
611,1,3
611,11,2
611,13,0
611,17,3
611,21,3
611,22,1
611,34,3
611,37,0
611,43,2
611,56,3
257,1,0
257,2,2
257,5,0
257,31,0
257,35,3
257,37,3
257,48,0
257,52,3
257,60,3
257,90,0
115,1,2
115,3,2
115,9,1
115,12,2
115,13,2
115,20,3
115,41,2
115,51,1
115,53,1
115,54,2
594,1,0
594,3,1
594,7,0
594,10,0
594,16,0
594,22,2
594,29,3
594,55,0
594,60,2
594,63,3
65,1,3
65,3,1
65,5,0
65,26,0
65,34,3
65,36,1
65,39,2
65,40,2
65,41,3
65,55,0
75,1,3
75,5,0
75,15,3
75,17,3
75,23,0
75,34,3
75,40,0
75,43,0
75,52,3
75,56,3
308,1,1
308,4,0
308,6,0
308,13,2
308,16,0
308,23,3
308,31,1
308,50,1
308,72,0
308,90,1
322,1,3
322,3,1
322,9,3
322,17,0
322,20,0
322,41,3
322,44,2
322,45,3
322,61,3
322,87,2
581,1,2
581,13,2
581,19,2
581,37,2
581,39,3
581,41,2
581,43,0
581,47,1
581,56,2
581,63,2
155,1,2
155,2,3
155,3,0
155,4,2
155,10,3
155,15,2
155,22,2
155,23,2
155,40,2
155,61,2
529,1,2
529,10,0
529,17,2
529,20,1
529,31,2
529,40,1
529,43,3
529,53,0
529,55,2
529,97,2
285,1,0
285,16,0
285,25,1
285,27,0
285,50,0
285,56,0
285,57,2
285,63,1
285,70,0
285,85,1
81,1,1
81,12,1
81,15,2
81,31,1
81,37,1
81,39,2
81,41,1
81,67,1
81,77,1
81,85,0
650,1,2
650,2,2
650,3,2
650,9,1
650,16,1
650,17,3
650,20,1
650,35,0
650,40,2
650,43,0
270,1,3
270,11,0
270,16,3
270,20,2
270,35,2
270,39,2
270,40,2
270,69,3
270,81,2
270,85,1
73,1,1
73,3,1
73,9,0
73,13,1
73,16,2
73,20,1
73,35,1
73,37,0
73,40,1
73,53,1
722,1,1
722,8,1
722,17,1
722,20,2
722,22,1
722,23,1
722,28,0
722,31,1
722,41,1
722,55,2
6,1,2
6,13,2
6,16,3
6,20,0
6,25,1
6,35,1
6,36,2
6,37,0
6,38,3
6,39,2
451,1,3
451,13,0
451,16,2
451,31,3
451,35,3
451,36,2
451,37,1
451,43,3
451,62,0
451,94,1
555,1,2
555,16,2
555,20,2
555,22,2
555,23,2
555,34,2
555,35,2
555,36,2
555,40,1
555,63,1
287,1,0
287,3,2
287,9,1
287,11,1
287,20,3
287,22,1
287,29,1
287,43,0
287,58,1
287,90,2
497,1,3
497,4,2
497,5,3
497,21,3
497,23,3
497,35,3
497,43,1
497,53,2
497,54,2
497,55,1
34,1,0
34,3,0
34,13,0
34,14,0
