question,worker,answer
8,1,0
8,3,2
8,5,2
8,20,0
8,23,3
8,40,0
8,44,1
8,45,0
8,46,0
8,47,1
311,1,3
311,9,2
311,15,2
311,28,3
311,34,0
311,35,3
311,37,3
311,58,0
311,87,3
311,101,1
518,1,2
518,2,2
518,9,2
518,11,2
518,13,2
518,16,2
518,19,0
518,31,2
518,53,2
518,65,2
1,1,3
1,2,2
1,3,0
1,4,3
1,5,2
1,6,2
1,7,0
1,8,3
1,9,0
1,10,3
369,1,2
369,5,2
369,14,1
369,16,1
369,23,3
369,34,2
369,35,2
369,37,1
369,85,1
369,88,0
317,1,3
317,2,3
317,3,3
317,10,3
317,13,1
317,16,3
317,22,0
317,34,1
317,37,3
317,62,3
162,1,1
162,9,0
162,16,0
162,27,1
162,29,2
162,31,1
162,42,1
162,48,1
162,58,1
162,85,1
102,1,1
102,9,3
102,15,3
102,27,1
102,28,1
102,31,1
102,34,0
102,50,1
102,60,1
102,73,3
415,1,2
415,6,3
415,22,2
415,31,2
415,35,0
415,41,2
415,58,2
415,62,0
415,63,2
415,69,3
553,1,2
553,2,2
553,5,3
553,28,2
553,43,2
553,44,3
553,50,2
553,54,2
553,61,2
553,99,1
125,1,0
125,15,0
125,16,0
125,22,2
125,28,0
125,30,0
125,39,3
125,47,3
125,50,0
125,81,2
310,1,1
310,13,0
310,22,1
310,23,1
310,27,2
310,34,3
310,36,1
310,43,2
310,45,2
310,63,1
650,1,2
650,2,0
650,3,1
650,9,3
650,16,2
650,17,0
650,20,0
650,35,2
650,40,3
650,43,2
730,1,2
730,3,1
730,9,2
730,11,2
730,14,2
730,20,2
730,25,0
730,34,1
730,53,0
730,73,1
216,1,0
216,3,0
216,8,1
216,13,1
216,15,0
216,16,0
216,26,3
216,31,0
216,49,0
216,70,0
574,1,0
574,14,1
574,20,0
574,21,0
574,25,0
574,27,1
574,28,0
574,30,3
574,43,3
574,56,2
451,1,3
451,13,2
451,16,3
451,31,3
451,35,0
451,36,3
451,37,1
451,43,3
451,62,0
451,94,3
57,1,3
57,5,3
57,8,1
57,37,3
57,43,3
57,45,1
