question,worker,answer
328,1,3
328,3,3
328,8,3
328,10,3
328,16,3
328,23,1
328,34,2
328,53,3
328,62,3
328,74,3
595,1,3
595,12,3
595,13,3
595,20,3
595,21,3
595,32,1
595,35,1
595,50,2
595,58,3
595,59,3
97,1,1
97,10,3
97,15,1
97,17,3
97,31,1
97,37,1
97,39,3
97,43,2
97,62,2
97,90,2
209,1,2
209,3,2
209,10,2
209,20,2
209,31,2
209,35,2
209,36,1
209,41,2
209,43,2
209,61,1
345,1,1
345,13,1
345,16,3
345,23,0
345,25,0
345,34,3
345,37,1
345,54,1
345,58,0
345,97,1
415,1,2
415,6,2
415,22,0
415,31,0
415,35,1
415,41,3
415,58,3
415,62,2
415,63,1
415,69,2
232,1,3
232,13,3
232,29,3
232,31,0
232,40,3
232,47,2
232,49,3
232,51,2
232,63,1
232,72,3
41,1,2
41,16,3
41,30,1
41,31,3
41,34,2
41,35,2
41,49,2
41,72,2
41,74,3
41,75,2
250,1,3
250,3,1
250,29,2
250,35,3
250,39,0
250,40,0
250,43,0
250,73,0
250,83,0
250,90,3
653,1,3
653,11,3
653,13,3
653,21,3
653,22,0
653,25,3
653,29,3
653,55,0
653,59,3
653,61,2
113,1,3
113,2,0
113,3,3
113,12,3
113,20,3
113,23,3
113,37,3
113,52,0
113,54,3
113,73,0
259,1,2
259,7,2
259,9,1
259,13,2
259,34,3
259,37,2
259,56,1
259,58,1
259,62,2
259,98,1
459,1,2
459,6,2
459,12,2
459,13,2
459,15,0
459,22,2
459,23,1
459,34,1
459,55,3
459,56,2
555,1,2
555,16,2
555,20,2
555,22,2
555,23,2
555,34,2
555,35,3
555,36,2
555,40,3
555,63,3
426,1,1
426,9,1
426,13,3
426,28,1
426,34,3
426,35,2
426,37,1
426,40,3
426,54,1
426,58,1
197,1,3
197,9,0
197,11,3
197,17,2
197,23,3
197,32,2
197,37,0
197,56,3
197,90,3
197,91,1
276,1,2
276,5,2
276,9,1
276,20,2
276,22,2
276,23,2
276,24,0
276,31,1
276,37,2
276,50,2
451,1,3
451,13,3
451,16,3
451,31,2
451,35,1
451,36,3
451,37,3
451,43,3
451,62,2
451,94,3
1,1,3
1,2,2
1,3,2
1,4,0
1,5,3
1,6,3
1,7,3
1,8,3
1,9,1
1,10,3
323,1,2
323,3,1
323,12,3
323,25,0
323,27,2
323,31,2
323,34,1
323,37,1
323,39,3
323,40,0
125,1,0
125,15,3
125,16,0
125,22,0
125,28,2
125,30,0
125,39,3
125,47,0
125,50,1
125,81,2
156,1,2
156,3,0
156,8,3
156,21,1
156,22,2
156,25,2
156,31,1
156,35,3
156,39,1
156,56,2
116,1,3
116,12,3
116,13,3
116,14,3
116,17,0
116,23,2
116,35,2
116,40,0
116,47,3
116,61,2
310,1,1
310,13,3
310,22,3
310,23,1
310,27,1
310,34,1
310,36,1
310,43,1
310,45,1
310,63,2
211,1,0
211,3,2
211,13,2
211,19,1
211,37,0
211,40,1
211,44,0
211,54,2
211,57,0
211,89,1
602,1,2
602,3,3
602,10,3
602,11,3
602,13,3
602,17,3
602,20,2
602,49,2
602,56,2
602,80,2
380,1,0
380,3,1
380,9,0
380,13,0
380,21,3
380,37,2
380,41,2
380,43,2
380,56,0
380,63,1
185,1,3
185,12,3
185,20,3
185,21,2
185,25,2
185,31,3
185,35,1
185,43,3
185,55,0
185,60,3
317,1,3
317,2,0
317,3,1
317,10,3
317,13,1
317,16,3
317,22,1
317,34,0
317,37,3
317,62,1
368,1,0
368,3,3
368,9,1
368,13,2
368,19,3
368,24,2
368,31,1
368,34,2
368,40,2
368,47,0
479,1,3
479,3,1
479,17,1
479,20,3
479,22,1
479,23,1
479,31,3
479,32,3
479,35,3
479,65,1
383,1,1
383,10,1
383,34,0
383,39,3
383,40,3
383,44,0
383,47,1
383,48,1
383,79,1
383,102,3
335,1,0
335,9,2
335,16,3
335,20,3
335,21,3
335,28,1
335,35,3
335,36,1
335,37,2
335,61,1
632,1,3
632,3,2
632,5,3
632,9,0
632,13,1
632,29,0
632,37,3
632,43,3
632,65,1
632,105,3
147,1,3
147,2,3
147,3,2
147,5,3
147,37,1
147,40,2
147,47,1
147,61,3
147,76,3
147,77,0
482,1,3
482,5,3
482,10,3
482,16,0
482,35,1
482,39,3
482,40,3
482,43,3
482,54,3
482,88,3
579,1,2
579,7,2
579,9,1
579,12,2
579,13,2
579,17,2
579,20,3
579,25,3
579,51,3
579,53,2
65,1,3
65,3,0
65,5,3
65,26,3
65,34,1
65,36,0
65,39,0
65,40,1
65,41,2
65,55,2
704,1,3
704,16,3
704,21,3
704,28,3
704,34,2
704,35,3
704,51,3
704,54,3
704,73,3
704,107,3
220,1,0
220,3,1
220,5,0
220,21,0
220,23,0
220,44,1
220,47,1
220,57,1
220,61,2
220,76,3
124,1,2
124,9,2
124,19,1
124,21,2
124,23,3
124,25,0
124,35,0
124,36,1
124,40,2
124,56,2
679,1,0
679,6,0
679,10,0
679,16,2
679,19,0
679,34,3
679,37,0
679,59,0
679,61,3
679,66,0
563,1,0
563,6,0
563,10,2
563,14,1
563,16,0
563,25,3
563,34,3
563,45,0
563,47,0
563,61,0
90,1,1
90,3,1
90,4,1
90,13,1
90,36,1
90,48,1
90,49,1
90,50,3
90,77,1
90,90,1
354,1,1
354,5,2
354,15,1
354,23,1
354,27,1
354,32,1
354,52,1
354,55,1
354,60,1
354,62,1
456,1,2
456,4,2
456,8,2
456,15,0
456,21,2
456,34,1
456,40,1
456,54,0
456,60,0
456,61,1
402,1,1
402,2,0
402,9,1
402,10,2
402,13,1
402,15,3
402,18,0
402,30,1
402,41,0
402,55,3
222,1,2
222,9,1
222,10,2
222,13,0
222,16,3
222,20,2
222,34,3
222,41,2
222,54,0
222,72,1
174,1,3
174,3,1
174,6,3
174,10,3
174,13,3
174,21,3
174,22,1
174,35,1
174,60,3
174,61,0
365,1,1
365,6,2
365,9,1
365,16,2
365,22,1
365,35,2
365,40,1
365,43,1
365,44,0
365,55,2
275,1,1
275,3,0
275,16,1
275,31,3
275,32,2
275,34,3
275,35,0
275,43,1
275,49,1
275,69,1
505,1,1
505,12,3
505,17,0
505,20,1
505,32,0
505,39,1
505,40,3
505,52,0
505,60,3
505,96,2
75,1,3
75,5,0
75,15,0
75,17,0
75,23,2
75,34,2
75,40,2
75,43,0
75,52,2
75,56,3
46,1,0
46,2,0
46,7,0
46,9,3
46,16,3
46,23,0
46,37,0
46,40,0
46,43,0
46,47,0
8,1,0
8,3,0
8,5,0
8,20,0
8,23,0
8,40,3
8,44,1
8,45,0
8,46,2
8,47,1
322,1,3
322,3,3
322,9,3
322,17,2
322,20,2
322,41,3
322,44,0
322,45,3
322,61,0
322,87,2
81,1,1
81,12,1
81,15,2
81,31,2
81,37,2
81,39,3
81,41,1
81,67,2
81,77,2
81,85,1
304,1,1
304,2,2
304,16,0
304,17,1
304,23,3
304,29,1
304,31,1
304,61,2
304,90,0
304,97,0
213,1,1
213,14,1
213,15,0
213,16,1
213,17,0
213,23,1
213,31,1
213,34,2
213,35,1
213,40,0
285,1,0
285,16,2
285,25,1
285,27,3
285,50,0
285,56,0
285,57,0
285,63,0
285,70,2
285,85,0
325,1,2
325,2,0
325,11,3
325,25,2
325,28,1
325,31,3
325,43,0
325,47,0
325,55,1
325,61,1
2,1,2
2,3,1
2,9,1
2,11,2
2,12,2
2,13,2
2,14,2
2,15,0
2,16,3
2,17,2
428,1,0
428,3,1
428,5,0
428,17,1
428,27,3
428,34,1
428,41,0
428,61,0
428,72,0
428,80,1
553,1,2
553,2,2
553,5,2
553,28,2
553,43,0
553,44,0
553,50,2
553,54,1
553,61,0
553,99,0
78,1,3
78,9,2
78,10,3
78,16,1
78,20,3
78,21,3
78,22,2
78,29,3
78,30,0
78,43,1
240,1,2
240,2,3
240,13,2
240,16,0
240,19,0
240,20,2
240,23,0
240,43,2
240,49,0
240,54,0
57,1,3
57,5,1
57,8,2
57,37,1
57,43,1
57,45,2
57,47,3
57,49,3
57,52,3
57,80,1
556,1,2
556,5,2
556,13,2
556,17,3
556,19,0
556,20,2
556,25,0
556,35,2
556,39,0
556,66,3
142,1,2
142,9,3
142,10,2
142,16,2
142,20,2
142,21,2
142,22,2
142,37,2
142,52,0
142,86,2
625,1,2
625,3,0
625,9,3
625,15,2
625,16,2
625,29,0
625,31,2
625,34,0
625,36,0
625,43,0
343,1,1
343,3,3
343,16,3
343,20,1
343,21,0
343,28,1
343,31,1
343,35,1
343,61,2
343,66,2
722,1,1
722,8,1
722,17,1
722,20,1
722,22,1
722,23,1
722,28,1
722,31,1
722,41,1
722,55,2
229,1,0
229,9,0
229,13,0
229,23,0
229,34,3
229,37,0
229,40,0
229,43,0
229,51,3
229,55,1
497,1,3
497,4,0
497,5,3
497,21,3
497,23,1
497,35,2
497,43,3
497,53,3
497,54,3
497,55,2
73,1,1
73,3,3
73,9,0
73,13,1
73,16,0
73,20,3
73,35,1
73,37,2
73,40,1
73,53,1
650,1,2
650,2,3
650,3,2
650,9,2
650,16,3
650,17,2
650,20,2
650,35,1
650,40,3
650,43,2
162,1,1
162,9,0
162,16,3
162,27,1
162,29,0
162,31,2
162,42,2
162,48,1
162,58,1
162,85,1
88,1,1
88,9,1
88,10,0
88,16,1
88,19,1
88,21,1
88,37,1
88,42,2
88,51,1
88,55,1
529,1,2
529,10,2
529,17,0
529,20,2
529,31,2
529,40,2
529,43,1
529,53,2
529,55,3
529,97,1
590,1,0
590,3,0
590,12,2
590,13,0
590,15,2
590,16,0
590,20,0
590,56,0
590,60,0
590,76,3
208,1,1
208,3,0
208,8,1
208,9,3
208,28,2
208,34,3
208,44,3
208,47,1
208,53,1
208,65,1
530,1,3
530,3,3
530,9,3
530,13,0
530,15,3
530,16,2
530,22,3
530,37,3
530,53,3
530,55,2
128,1,3
128,2,3
128,3,3
128,12,3
128,13,3
128,20,3
128,28,3
128,35,3
128,44,2
128,47,3
403,1,1
403,3,1
403,13,1
403,16,2
403,22,0
403,35,3
403,40,2
403,43,1
403,56,1
403,61,0
718,1,2
718,9,1
718,12,1
718,13,1
718,16,1
718,22,1
718,25,1
718,31,2
718,34,3
718,58,0
34,1,0
34,3,1
34,13,0
34,14,0
34,15,0
34,16,1
34,24,2
34,31,0
34,35,0
34,53,0
628,1,0
628,8,0
628,13,0
628,16,2
628,20,0
628,29,0
628,34,2
628,35,2
628,53,0
628,66,3
568,1,2
568,14,1
568,20,2
568,40,2
568,43,2
568,54,2
568,56,2
568,61,2
568,63,3
568,89,0
581,1,2
581,13,3
581,19,0
581,37,2
581,39,3
581,41,3
581,43,2
581,47,2
581,56,3
581,63,0
518,1,2
518,2,1
518,9,3
518,11,2
518,13,2
518,16,3
518,19,2
518,31,3
518,53,2
518,65,1
593,1,1
593,3,1
593,9,0
593,15,0
593,22,3
593,37,1
593,39,0
593,41,0
593,53,3
593,80,1
115,1,2
115,3,2
115,9,3
115,12,3
115,13,1
115,20,2
115,41,2
115,51,0
115,53,2
115,54,3
714,1,1
714,11,1
714,16,1
714,20,1
714,22,2
714,28,1
714,31,2
714,35,2
714,43,0
714,47,1
705,1,2
705,13,1
705,20,2
705,22,0
705,29,0
705,30,2
705,34,3
705,58,0
705,60,1
705,61,3
347,1,1
347,3,2
347,8,1
347,10,1
347,12,1
347,34,0
347,44,1
347,47,1
347,50,0
347,61,0
287,1,0
287,3,2
287,9,3
287,11,1
287,20,0
287,22,3
287,29,0
287,43,0
287,58,1
287,90,0
42,1,0
42,10,0
42,11,2
42,12,1
42,16,3
42,35,3
42,40,3
42,43,3
42,58,1
42,65,1
580,1,3
580,3,1
580,12,3
580,15,0
580,22,3
580,27,3
580,31,3
580,44,1
580,51,3
580,80,1
84,1,0
84,14,0
84,16,0
84,17,3
84,20,0
84,22,3
84,25,1
84,35,2
84,40,2
84,56,0
272,1,3
272,16,3
272,28,2
272,29,2
272,34,2
272,39,2
272,42,3
272,48,3
272,58,3
272,88,0
594,1,0
594,3,2
594,7,0
594,10,0
594,16,0
594,22,0
594,29,0
594,55,3
594,60,0
594,63,2
256,1,1
256,8,1
256,13,2
256,14,1
256,20,2
256,22,1
256,31,0
256,35,1
256,44,1
256,53,1
242,1,2
242,3,1
242,8,2
242,13,0
242,31,2
242,34,1
242,35,3
242,37,3
242,40,2
242,43,2
359,1,2
359,9,3
359,16,1
359,22,1
359,25,3
359,34,1
359,48,2
359,55,1
359,61,3
359,97,2
102,1,1
102,9,2
102,15,0
102,27,1
102,28,1
102,31,3
102,34,0
102,50,1
102,60,0
102,73,1
525,1,1
525,3,3
525,13,1
525,19,2
525,31,1
525,40,1
525,53,2
525,56,1
525,60,1
525,65,0
655,1,0
655,2,3
