question,worker,answer
102,1,1
102,9,1
102,15,0
102,27,1
102,28,1
102,31,0
102,34,2
102,50,1
102,60,1
102,73,3
354,1,1
354,5,3
354,15,1
354,23,1
354,27,0
354,32,1
354,52,1
354,55,2
354,60,2
354,62,3
413,1,3
413,3,3
413,12,1
413,16,0
413,21,3
413,25,3
413,28,2
413,30,3
413,31,0
413,50,0
459,1,2
459,6,3
459,12,3
459,13,1
459,15,3
459,22,0
459,23,3
459,34,2
459,55,3
459,56,3
530,1,3
530,3,1
530,9,0
530,13,3
530,15,3
530,16,1
530,22,1
530,37,3
530,53,3
530,55,0
88,1,1
88,9,2
88,10,0
88,16,1
88,19,0
88,21,1
88,37,1
88,42,1
88,51,1
88,55,0
317,1,3
317,2,0
317,3,3
317,10,3
317,13,2
317,16,1
317,22,0
317,34,3
317,37,3
317,62,3
574,1,0
574,14,0
574,20,1
574,21,2
574,25,0
574,27,0
574,28,0
574,30,1
574,43,3
574,56,0
179,1,2
179,9,2
179,20,2
179,23,2
179,31,2
179,34,3
179,42,3
179,48,3
179,54,3
179,65,3
310,1,1
310,13,2
310,22,1
310,23,1
310,27,1
310,34,1
310,36,1
310,43,1
310,45,0
310,63,1
100,1,0
100,3,1
100,4,1
100,10,2
100,13,1
100,26,3
100,34,0
100,49,0
100,56,1
100,61,0
452,1,2
452,2,0
452,9,3
452,16,1
452,25,0
452,28,2
452,29,2
452,31,3
452,37,2
452,56,2
183,1,3
183,25,3
183,29,2
183,31,0
183,33,0
183,34,0
183,37,2
183,55,3
183,75,2
183,95,3
590,1,0
590,3,1
590,12,2
590,13,0
590,15,3
590,16,0
590,20,2
590,56,2
590,60,3
590,76,3
678,1,3
678,13,2
678,16,3
678,20,3
678,22,1
678,25,2
678,34,2
678,43,3
678,54,1
678,88,2
6,1,2
6,13,2
6,16,3
6,20,2
6,25,2
6,35,2
6,36,2
6,37,1
6,38,2
6,39,1
479,1,3
479,3,1
479,17,3
479,20,0
479,22,3
479,23,0
479,31,3
479,32,1
479,35,3
479,65,3
34,1,0
34,3,2
34,13,0
34,14,2
34,15,0
34,16,0
34,24,2
34,31,0
34,35,1
34,53,0
568,1,2
568,14,2
568,20,2
568,40,2
568,43,2
568,54,2
568,56,2
568,61,2
568,63,2
568,89,2
335,1,0
335,9,0
335,16,0
335,20,0
335,21,1
335,28,1
335,35,0
335,36,0
335,37,0
335,61,0
433,1,0
433,5,1
433,9,0
433,15,0
433,16,0
433,25,0
433,28,3
433,43,0
433,52,3
433,58,2
87,1,1
87,8,3
87,14,2
87,16,2
87,28,1
87,31,1
87,34,3
87,39,1
87,43,3
87,69,0
81,1,1
81,12,1
81,15,3
81,31,1
81,37,2
81,39,1
81,41,0
81,67,1
81,77,3
81,85,1
275,1,1
275,3,0
275,16,2
275,31,0
275,32,1
275,34,0
275,35,0
275,43,1
275,49,1
275,69,1
456,1,2
456,4,1
456,8,1
456,15,3
456,21,2
456,34,1
456,40,1
456,54,3
456,60,3
456,61,2
650,1,2
650,2,2
650,3,2
650,9,2
650,16,3
650,17,3
650,20,1
650,35,2
650,40,3
650,43,1
580,1,3
580,3,1
580,12,3
580,15,1
580,22,3
580,27,2
580,31,3
580,44,3
580,51,3
580,80,3
556,1,2
556,5,3
556,13,3
556,17,2
556,19,2
556,20,1
556,25,2
556,35,0
556,39,2
556,66,2
365,1,1
365,6,1
365,9,3
365,16,1
365,22,0
365,35,2
365,40,1
365,43,1
365,44,2
365,55,1
106,1,3
106,3,3
106,9,0
106,37,3
106,42,3
106,43,3
106,54,3
106,55,3
106,56,1
106,61,3
505,1,1
505,12,1
505,17,2
505,20,3
505,32,2
505,39,1
505,40,3
505,52,1
505,60,3
505,96,3
223,1,2
223,2,1
223,3,2
223,6,2
223,9,1
223,20,2
223,29,2
223,31,1
223,35,3
223,45,2
380,1,0
380,3,0
380,9,3
380,13,3
380,21,2
380,37,0
380,41,0
380,43,0
380,56,0
380,63,3
285,1,0
285,16,1
285,25,2
285,27,0
285,50,3
285,56,0
285,57,1
285,63,3
285,70,0
285,85,0
615,1,0
615,8,0
615,13,0
615,34,0
615,36,2
615,37,3
615,42,0
615,43,0
615,47,1
615,62,0
653,1,3
653,11,1
653,13,1
653,21,3
653,22,1
653,25,0
653,29,0
653,55,2
653,59,2
653,61,3
147,1,3
147,2,3
147,3,3
147,5,0
147,37,1
147,40,3
147,47,3
147,61,1
147,76,0
147,77,3
426,1,1
426,9,1
426,13,1
426,28,2
426,34,0
426,35,2
426,37,1
426,40,3
426,54,1
426,58,1
113,1,3
113,2,1
113,3,1
113,12,1
113,20,2
113,23,1
113,37,1
113,52,1
113,54,2
113,73,2
73,1,1
73,3,0
73,9,0
73,13,0
73,16,1
73,20,0
73,35,1
73,37,3
73,40,0
73,53,1
232,1,3
232,13,0
232,29,1
232,31,0
232,40,3
232,47,3
232,49,3
232,51,2
232,63,3
232,72,0
345,1,1
345,13,2
345,16,0
345,23,2
345,25,1
345,34,0
345,37,1
345,54,2
345,58,1
345,97,1
12,1,1
12,2,1
12,4,3
12,8,3
12,10,1
12,26,1
12,31,0
12,34,1
12,43,2
12,50,0
