question,worker,answer
459,1,2
459,6,2
459,12,2
459,13,2
459,15,0
459,22,2
459,23,2
459,34,2
459,55,2
459,56,2
650,1,2
650,2,2
650,3,2
650,9,2
650,16,0
650,17,2
650,20,2
650,35,2
650,40,2
650,43,2
209,1,2
209,3,2
209,10,3
209,20,2
209,31,3
209,35,3
209,36,2
209,41,2
209,43,2
209,61,0
6,1,2
6,13,2
6,16,0
6,20,2
6,25,1
6,35,2
6,36,2
6,37,2
6,38,2
6,39,2
301,1,3
301,3,2
301,5,3
301,10,3
301,13,2
301,31,1
301,35,3
301,39,3
301,55,3
301,56,3
415,1,2
415,6,2
415,22,0
415,31,2
415,35,2
415,41,3
415,58,0
415,62,2
415,63,2
415,69,1
369,1,2
369,5,1
369,14,0
369,16,2
369,23,2
369,34,3
369,35,2
369,37,3
369,85,0
369,88,0
368,1,0
368,3,0
368,9,2
368,13,0
368,19,2
368,24,0
368,31,0
368,34,0
368,40,0
368,47,0
57,1,3
57,5,3
57,8,3
57,37,3
57,43,1
57,45,3
57,47,3
57,49,1
57,52,3
57,80,3
562,1,1
562,4,1
562,13,2
562,16,0
562,21,1
562,22,1
562,37,1
562,40,2
562,43,1
562,48,1
287,1,0
287,3,1
287,9,0
287,11,0
287,20,0
287,22,0
287,29,0
287,43,2
287,58,3
287,90,3
388,1,1
388,2,3
388,4,1
388,6,1
388,14,3
388,16,1
388,40,1
388,41,1
388,50,3
388,51,1
223,1,2
223,2,2
223,3,2
223,6,0
223,9,3
223,20,2
223,29,2
223,31,3
223,35,2
223,45,2
2,1,2
2,3,2
2,9,2
2,11,0
2,12,2
2,13,2
2,14,2
2,15,1
2,16,0
2,17,2
87,1,1
87,8,1
87,14,1
87,16,3
87,28,3
87,31,1
87,34,0
87,39,1
87,43,3
87,69,1
142,1,2
142,9,2
142,10,2
142,16,0
142,20,2
142,21,2
142,22,2
142,37,2
142,52,0
142,86,3
403,1,1
403,3,3
403,13,1
403,16,0
403,22,1
403,35,1
403,40,1
403,43,1
403,56,3
403,61,1
555,1,2
555,16,2
555,20,1
555,22,2
555,23,2
555,34,3
555,35,3
555,36,2
555,40,0
555,63,1
115,1,2
115,3,2
115,9,2
115,12,0
115,13,0
115,20,2
115,41,2
115,51,2
115,53,2
115,54,2
183,1,3
183,25,3
183,29,3
183,31,3
183,33,3
183,34,0
183,37,3
183,55,3
183,75,3
183,95,3
563,1,0
563,6,0
563,10,3
563,14,0
563,16,3
563,25,0
563,34,1
563,45,0
563,47,0
563,61,0
553,1,2
553,2,2
553,5,2
553,28,2
553,43,0
553,44,1
553,50,3
553,54,2
553,61,0
553,99,2
451,1,3
451,13,2
451,16,2
451,31,2
451,35,3
451,36,3
451,37,3
451,43,0
451,62,3
451,94,2
75,1,3
75,5,3
75,15,2
75,17,3
75,23,3
75,34,2
75,40,0
75,43,2
75,52,2
75,56,3
242,1,2
242,3,2
242,8,0
242,13,2
242,31,3
242,34,2
242,35,3
242,37,0
242,40,2
242,43,0
679,1,0
679,6,2
679,10,0
679,16,2
679,19,0
679,34,0
679,37,1
679,59,0
679,61,0
679,66,0
482,1,3
482,5,3
482,10,2
482,16,2
482,35,2
482,39,3
482,40,1
482,43,3
482,54,3
482,88,2
310,1,1
310,13,0
310,22,1
310,23,1
310,27,1
310,34,3
310,36,1
310,43,0
310,45,1
310,63,1
625,1,2
625,3,3
625,9,1
625,15,3
625,16,2
625,29,2
625,31,2
625,34,0
625,36,2
625,43,0
448,1,2
448,3,0
448,13,3
448,17,2
448,20,2
448,35,2
448,37,2
448,43,3
448,50,2
448,58,3
590,1,0
590,3,0
590,12,0
590,13,0
590,15,1
590,16,1
590,20,0
590,56,0
590,60,3
590,76,0
611,1,3
611,11,3
611,13,3
611,17,1
611,21,3
611,22,3
611,34,3
611,37,3
611,43,3
611,56,0
632,1,3
632,3,3
632,5,0
632,9,3
632,13,0
632,29,3
632,37,2
632,43,3
632,65,3
632,105,2
113,1,3
113,2,3
113,3,3
113,12,1
113,20,3
113,23,3
113,37,3
113,52,3
113,54,3
113,73,3
78,1,3
78,9,3
78,10,3
78,16,3
78,20,3
78,21,0
78,22,3
78,29,3
78,30,1
78,43,0
31,1,2
31,9,2
31,10,0
31,13,2
31,15,1
31,20,2
31,31,2
31,35,1
31,43,2
31,48,2
718,1,2
718,9,2
718,12,2
718,13,2
718,16,3
718,22,2
718,25,2
718,31,0
718,34,1
718,58,3
308,1,1
308,4,2
308,6,2
308,13,1
308,16,3
308,23,1
308,31,0
308,50,1
308,72,0
308,90,2
81,1,1
81,12,1
81,15,2
81,31,3
81,37,1
81,39,1
81,41,1
81,67,0
81,77,1
81,85,1
41,1,2
41,16,3
41,30,1
41,31,2
41,34,3
41,35,2
41,49,2
41,72,0
41,74,2
41,75,0
322,1,3
322,3,3
322,9,1
322,17,3
322,20,3
322,41,3
322,44,3
322,45,3
322,61,3
322,87,3
529,1,2
529,10,2
529,17,2
529,20,2
529,31,2
529,40,0
529,43,2
529,53,2
529,55,2
529,97,2
95,1,1
95,2,1
95,3,2
95,9,3
95,10,1
95,13,0
95,20,1
95,22,1
95,44,1
95,67,0
445,1,0
445,3,3
445,10,0
445,13,0
445,16,0
445,20,1
445,25,3
445,37,3
445,43,0
445,45,1
155,1,2
155,2,2
155,3,2
155,4,3
155,10,1
155,15,3
155,22,2
155,23,2
155,40,2
155,61,2
580,1,3
580,3,3
580,12,3
580,15,0
580,22,3
580,27,1
580,31,3
580,44,3
580,51,3
580,80,3
128,1,3
128,2,1
128,3,3
128,12,3
128,13,3
128,20,0
128,28,3
128,35,0
128,44,0
128,47,3
185,1,3
185,12,3
185,20,3
185,21,3
185,25,2
185,31,2
185,35,3
185,43,3
185,55,3
185,60,2
479,1,3
479,3,3
479,17,3
479,20,3
479,22,3
479,23,3
479,31,2
479,32,3
479,35,3
479,65,3
518,1,2
518,2,2
518,9,3
518,11,0
518,13,2
518,16,2
518,19,3
518,31,2
518,53,2
518,65,1
370,1,3
370,9,3
370,16,1
370,20,3
370,23,3
370,35,3
370,37,3
370,53,3
370,58,3
370,66,3
179,1,2
179,9,2
179,20,2
179,23,2
179,31,0
179,34,2
179,42,2
179,48,2
179,54,1
179,65,2
250,1,3
250,3,2
250,29,3
250,35,3
250,39,3
250,40,3
250,43,3
250,73,0
250,83,3
250,90,1
1,1,3
1,2,2
1,3,3
1,4,3
1,5,3
1,6,3
1,7,0
1,8,3
1,9,3
1,10,0
530,1,3
530,3,3
530,9,3
530,13,3
530,15,0
530,16,3
530,22,3
530,37,2
530,53,3
530,55,3
73,1,1
73,3,1
73,9,1
73,13,1
73,16,1
73,20,1
73,35,1
73,37,0
73,40,2
73,53,1
377,1,2
377,13,2
377,17,2
377,20,2
377,28,1
377,29,2
377,37,2
377,42,2
377,55,2
377,60,2
13,1,3
13,2,3
13,5,3
13,9,2
13,10,2
13,12,3
13,13,3
13,14,1
13,25,3
13,43,2
524,1,3
524,10,3
524,14,0
524,21,1
524,30,3
524,35,3
524,40,3
524,54,3
524,66,3
524,69,3
147,1,3
147,2,2
147,3,3
147,5,3
147,37,2
147,40,3
147,47,3
147,61,3
147,76,2
147,77,0
102,1,1
102,9,1
102,15,0
102,27,1
102,28,1
102,31,1
102,34,3
102,50,2
102,60,1
102,73,1
125,1,0
125,15,3
125,16,1
125,22,0
125,28,0
125,30,0
125,39,0
125,47,3
125,50,1
125,81,0
197,1,3
197,9,3
197,11,0
197,17,3
197,23,3
197,32,3
197,37,2
197,56,3
197,90,0
197,91,3
317,1,3
317,2,3
317,3,3
317,10,3
317,13,3
317,16,3
317,22,3
317,34,3
317,37,1
317,62,3
257,1,0
257,2,0
257,5,0
257,31,3
257,35,0
257,37,0
257,48,2
257,52,3
257,60,0
257,90,3
323,1,2
323,3,2
323,12,2
323,25,2
323,27,2
323,31,2
323,34,0
323,37,3
323,39,2
323,40,0
110,1,2
110,3,2
110,9,2
110,21,2
110,22,2
110,35,1
110,45,3
110,55,2
110,56,1
110,61,2
433,1,0
433,5,0
433,9,0
433,15,3
433,16,0
433,25,1
433,28,0
433,43,0
433,52,0
433,58,2
705,1,2
705,13,1
705,20,3
705,22,2
705,29,2
705,30,2
705,34,2
705,58,1
705,60,3
705,61,0
398,1,1
398,10,3
398,13,3
398,25,1
398,35,1
398,40,1
398,47,1
398,51,0
398,53,1
398,91,1
100,1,0
100,3,2
100,4,0
100,10,0
100,13,0
100,26,0
100,34,1
100,49,0
100,56,1
100,61,1
42,1,0
42,10,2
42,11,3
42,12,0
42,16,2
42,35,0
42,40,0
42,43,0
42,58,2
42,65,0
46,1,0
46,2,3
46,7,0
46,9,0
46,16,3
46,23,0
46,37,3
46,40,0
46,43,0
46,47,0
259,1,2
259,7,3
259,9,2
259,13,2
259,34,2
259,37,0
259,56,0
259,58,1
259,62,2
259,98,1
525,1,1
525,3,0
525,13,1
525,19,2
525,31,1
525,40,2
525,53,1
525,56,1
525,60,1
525,65,1
402,1,1
402,2,1
402,9,1
402,10,3
402,13,1
402,15,0
402,18,1
402,30,1
402,41,1
402,55,1
156,1,2
156,3,2
156,8,2
156,21,2
156,22,2
156,25,2
156,31,2
156,35,0
156,39,0
156,56,2
704,1,3
704,16,1
704,21,3
704,28,3
704,34,3
704,35,3
704,51,3
704,54,2
704,73,3
704,107,3
162,1,1
162,9,1
162,16,0
162,27,1
162,29,2
162,31,0
162,42,1
162,48,1
162,58,1
162,85,1
678,1,3
678,13,3
678,16,3
678,20,3
678,22,3
678,25,3
678,34,1
678,43,3
678,54,2
678,88,1
202,1,2
202,10,2
202,12,2
202,22,2
202,23,2
202,31,2
202,34,2
202,39,0
202,43,2
202,51,3
552,1,0
552,9,0
552,12,1
552,16,0
552,22,0
552,23,0
552,31,1
552,39,0
552,45,3
552,55,0
593,1,1
593,3,3
593,9,1
593,15,2
593,22,3
593,37,1
593,39,0
593,41,1
593,53,1
593,80,1
595,1,3
595,12,3
595,13,3
595,20,2
595,21,3
595,32,3
595,35,0
595,50,0
595,58,3
595,59,3
292,1,2
292,10,3
292,13,2
292,19,2
292,21,2
292,28,0
292,35,3
292,52,2
292,73,2
292,99,2
579,1,2
579,7,2
579,9,2
579,12,2
579,13,2
579,17,1
579,20,2
579,25,0
579,51,1
579,53,2
556,1,2
556,5,2
556,13,0
556,17,2
556,19,3
556,20,2
556,25,3
556,35,1
556,39,2
556,66,2
653,1,3
653,11,0
653,13,3
653,21,1
653,22,3
653,25,3
653,29,3
653,55,3
653,59,3
653,61,3
574,1,0
574,14,0
574,20,0
574,21,0
574,25,0
574,27,3
574,28,0
574,30,3
574,43,0
574,56,0
581,1,2
581,13,2
581,19,2
581,37,2
581,39,2
581,41,2
581,43,1
581,47,2
581,56,3
581,63,2
12,1,1
12,2,2
12,4,1
12,8,2
12,10,3
12,26,1
12,31,1
12,34,1
12,43,1
12,50,1
164,1,3
164,14,3
164,20,1
164,29,1
164,30,3
164,31,3
164,41,1
164,56,3
164,58,0
164,89,2
118,1,2
118,8,2
118,16,3
118,20,2
118,23,2
118,25,2
118,28,2
118,29,2
118,34,2
118,53,2
325,1,2
325,2,1
325,11,0
325,25,2
325,28,2
325,31,2
325,43,2
325,47,2
325,55,2
325,61,3
456,1,2
456,4,0
456,8,2
456,15,0
456,21,2
456,34,1
456,40,2
456,54,2
456,60,1
456,61,0
594,1,0
594,3,3
594,7,2
594,10,1
594,16,1
594,22,0
594,29,0
594,55,0
594,60,0
594,63,0
8,1,0
8,3,2
8,5,2
8,20,1
8,23,0
8,40,1
8,44,1
8,45,1
8,46,0
8,47,0
272,1,3
272,16,0
272,28,3
272,29,3
272,34,2
272,39,3
272,42,2
272,48,3
272,58,1
272,88,0
222,1,2
222,9,2
222,10,2
222,13,2
222,16,0
222,20,0
222,34,3
222,41,2
222,54,2
222,72,2
497,1,3
497,4,3
497,5,2
497,21,3
497,23,3
497,35,3
497,43,3
497,53,3
497,54,3
497,55,3
477,1,0
477,9,0
477,13,0
477,17,0
477,20,0
477,27,0
477,29,2
477,41,3
477,43,3
477,66,3
602,1,2
602,3,2
602,10,2
602,11,2
602,13,2
602,17,2
602,20,2
602,49,2
602,56,3
602,80,1
211,1,0
211,3,3
211,13,0
211,19,3
211,37,1
211,40,0
211,44,0
211,54,0
211,57,0
211,89,2
328,1,3
328,3,0
328,8,2
328,10,0
328,16,3
328,23,3
328,34,2
328,53,1
328,62,2
328,74,3
714,1,1
714,11,1
714,16,1
714,20,1
714,22,1
714,28,1
714,31,1
714,35,2
714,43,1
714,47,1
419,1,3
419,9,3
419,21,3
419,34,3
419,35,3
419,43,3
419,44,2
419,49,3
419,54,3
419,69,2
97,1,1
97,10,1
97,15,3
97,17,1
97,31,1
97,37,1
97,39,1
97,43,3
97,62,1
97,90,3
290,1,1
290,3,1
290,7,1
290,12,2
290,13,1
290,16,1
290,21,1
290,22,1
290,29,1
290,45,0
383,1,1
383,10,1
383,34,2
383,39,1
383,40,2
383,44,3
383,47,0
383,48,2
383,79,1
383,102,0
268,1,2
268,5,0
268,9,2
268,10,2
268,21,1
268,23,2
268,27,1
268,37,0
268,40,3
268,55,2
505,1,1
505,12,1
505,17,1
505,20,1
505,32,1
505,39,2
505,40,3
505,52,1
505,60,1
505,96,1
428,1,0
428,3,0
428,5,0
428,17,0
428,27,0
428,34,1
428,41,0
