question,worker,answer
287,1,0
287,3,3
287,9,0
287,11,0
287,20,0
287,22,0
287,29,0
287,43,1
287,58,1
287,90,1
65,1,3
65,3,1
65,5,3
65,26,3
65,34,3
65,36,3
65,39,2
65,40,3
65,41,3
65,55,3
497,1,3
497,4,3
497,5,3
497,21,3
497,23,1
497,35,0
497,43,3
497,53,3
497,54,3
497,55,3
359,1,2
359,9,2
359,16,2
359,22,2
359,25,2
359,34,2
359,48,2
359,55,2
359,61,1
359,97,2
593,1,1
593,3,0
593,9,0
593,15,0
593,22,0
593,37,1
593,39,1
593,41,1
593,53,1
593,80,1
705,1,2
705,13,2
705,20,1
705,22,2
705,29,2
705,30,2
705,34,2
705,58,2
705,60,0
705,61,0
325,1,2
325,2,2
325,11,2
325,25,2
325,28,2
325,31,1
325,43,2
325,47,2
325,55,2
325,61,3
41,1,2
41,16,2
41,30,2
41,31,2
41,34,2
41,35,2
41,49,2
41,72,2
41,74,2
41,75,2
479,1,3
479,3,1
479,17,3
479,20,3
479,22,3
479,23,0
479,31,3
479,32,3
479,35,0
479,65,0
6,1,2
6,13,2
6,16,2
6,20,0
6,25,2
6,35,1
6,36,2
6,37,2
6,38,3
6,39,2
370,1,3
370,9,3
370,16,3
370,20,3
370,23,0
370,35,3
370,37,3
370,53,3
370,58,3
370,66,3
155,1,2
155,2,2
155,3,3
155,4,0
155,10,2
155,15,2
155,22,2
155,23,3
155,40,2
155,61,0
456,1,2
456,4,1
456,8,0
456,15,0
456,21,2
456,34,2
456,40,2
456,54,2
456,60,2
456,61,2
102,1,1
102,9,1
102,15,1
102,27,1
102,28,1
102,31,1
102,34,1
102,50,0
102,60,1
102,73,1
283,1,0
283,2,0
283,13,0
283,17,0
283,21,0
283,31,0
283,41,0
283,55,0
283,76,0
283,90,0
208,1,1
208,3,1
208,8,2
208,9,1
208,28,2
208,34,1
208,44,2
208,47,1
208,53,1
208,65,1
428,1,0
428,3,3
428,5,0
428,17,0
428,27,3
428,34,0
428,41,1
428,61,3
428,72,0
428,80,0
213,1,1
213,14,1
213,15,1
213,16,1
213,17,1
213,23,1
213,31,0
213,34,1
213,35,3
213,40,1
524,1,3
524,10,3
524,14,0
524,21,3
524,30,0
524,35,3
524,40,3
524,54,3
524,66,3
524,69,3
276,1,2
276,5,2
276,9,2
276,20,2
276,22,2
276,23,2
276,24,3
276,31,2
276,37,2
276,50,2
403,1,1
403,3,2
403,13,1
403,16,1
403,22,1
403,35,3
403,40,1
403,43,1
403,56,2
403,61,2
31,1,2
31,9,1
31,10,2
31,13,2
31,15,2
31,20,3
31,31,0
31,35,2
31,43,0
31,48,2
556,1,2
556,5,2
556,13,2
556,17,2
556,19,1
556,20,2
556,25,2
556,35,2
556,39,2
556,66,2
256,1,1
256,8,1
256,13,1
256,14,1
256,20,1
256,22,1
256,31,1
256,35,1
256,44,1
256,53,0
209,1,2
209,3,1
209,10,2
209,20,1
209,31,1
209,35,2
209,36,2
209,41,2
209,43,3
209,61,0
611,1,3
611,11,3
611,13,3
611,17,3
611,21,3
611,22,3
611,34,0
611,37,3
611,43,0
611,56,2
650,1,2
650,2,2
650,3,0
650,9,2
650,16,2
650,17,2
650,20,2
650,35,2
650,40,2
650,43,1
115,1,2
115,3,3
115,9,3
115,12,2
115,13,2
115,20,2
115,41,1
115,51,2
115,53,2
115,54,2
148,1,2
148,3,3
148,9,2
148,20,2
148,22,2
148,29,2
148,35,2
148,40,2
148,43,2
148,51,2
368,1,0
368,3,1
368,9,0
368,13,0
368,19,1
368,24,0
368,31,0
368,34,0
368,40,0
368,47,0
183,1,3
183,25,3
183,29,3
183,31,0
183,33,3
183,34,3
183,37,3
183,55,1
183,75,0
183,95,1
451,1,3
451,13,3
451,16,3
451,31,3
451,35,2
451,36,3
451,37,3
451,43,1
451,62,2
451,94,2
317,1,3
317,2,3
317,3,0
317,10,3
317,13,3
317,16,3
317,22,3
317,34,3
317,37,1
317,62,3
268,1,2
268,5,2
268,9,1
268,10,2
268,21,2
268,23,2
268,27,1
268,37,2
268,40,2
268,55,2
580,1,3
580,3,0
580,12,3
580,15,3
580,22,3
580,27,3
580,31,0
580,44,3
580,51,3
580,80,3
628,1,0
628,8,3
628,13,0
628,16,0
628,20,0
628,29,0
628,34,0
628,35,0
628,53,3
628,66,0
632,1,3
632,3,2
632,5,3
632,9,3
632,13,3
632,29,1
632,37,0
632,43,2
632,65,3
632,105,3
383,1,1
383,10,1
383,34,1
383,39,1
383,40,1
383,44,0
383,47,1
383,48,1
383,79,2
383,102,1
240,1,2
240,2,0
240,13,2
240,16,2
240,19,2
240,20,2
240,23,2
240,43,2
240,49,2
240,54,2
185,1,3
185,12,3
185,20,0
185,21,3
185,25,3
185,31,1
185,35,1
185,43,1
185,55,3
185,60,1
81,1,1
81,12,1
81,15,1
81,31,1
81,37,3
81,39,1
81,41,1
81,67,1
81,77,1
81,85,1
574,1,0
574,14,0
574,20,0
574,21,0
574,25,0
574,27,0
574,28,0
574,30,0
574,43,0
574,56,3
388,1,1
388,2,1
388,4,1
388,6,1
388,14,1
388,16,1
388,40,1
388,41,1
388,50,1
388,51,1
311,1,3
311,9,3
311,15,3
311,28,3
311,34,3
311,35,3
311,37,1
311,58,3
311,87,3
311,101,3
106,1,3
106,3,0
106,9,3
106,37,3
106,42,3
106,43,1
106,54,3
106,55,3
106,56,0
106,61,1
301,1,3
301,3,0
301,5,3
301,10,3
301,13,3
301,31,0
301,35,2
301,39,3
301,55,3
301,56,0
174,1,3
174,3,2
174,6,3
174,10,3
174,13,3
174,21,1
174,22,3
174,35,3
174,60,0
174,61,0
682,1,1
682,15,1
682,21,1
682,22,1
682,25,1
682,28,1
682,30,1
682,31,1
682,50,1
682,58,2
270,1,3
270,11,3
270,16,3
270,20,3
270,35,1
270,39,3
270,40,3
270,69,3
270,81,1
270,85,2
90,1,1
90,3,2
90,4,3
90,13,1
90,36,1
90,48,1
90,49,1
90,50,1
90,77,1
90,90,1
335,1,0
335,9,0
335,16,0
335,20,0
335,21,0
335,28,1
335,35,3
335,36,0
335,37,0
335,61,3
328,1,3
328,3,2
328,8,3
328,10,3
328,16,3
328,23,3
328,34,3
328,53,2
328,62,2
328,74,3
113,1,3
113,2,3
113,3,1
113,12,3
113,20,0
113,23,2
113,37,3
113,52,2
113,54,3
113,73,2
415,1,2
415,6,2
415,22,2
415,31,2
415,35,2
415,41,1
415,58,2
415,62,2
415,63,2
415,69,3
553,1,2
553,2,1
553,5,2
553,28,2
553,43,1
553,44,2
553,50,1
553,54,2
553,61,0
553,99,2
595,1,3
595,12,3
595,13,3
595,20,2
595,21,3
595,32,3
595,35,3
595,50,3
595,58,3
595,59,3
229,1,0
229,9,0
229,13,0
229,23,3
229,34,1
229,37,0
229,40,0
229,43,1
229,51,0
229,55,0
678,1,3
678,13,3
678,16,3
678,20,3
678,22,1
678,25,3
678,34,3
678,43,2
678,54,3
678,88,1
42,1,0
42,10,0
42,11,0
42,12,0
42,16,0
42,35,1
42,40,0
42,43,2
42,58,2
42,65,0
653,1,3
653,11,3
653,13,3
653,21,3
653,22,0
653,25,3
653,29,3
653,55,3
653,59,1
653,61,0
530,1,3
530,3,0
530,9,3
530,13,3
530,15,3
530,16,3
530,22,3
530,37,3
530,53,3
530,55,3
419,1,3
419,9,3
419,21,3
419,34,3
419,35,1
419,43,0
419,44,1
419,49,3
419,54,3
419,69,3
87,1,1
87,8,1
87,14,1
87,16,1
87,28,1
87,31,0
87,34,1
87,39,1
87,43,2
87,69,1
23,1,0
23,3,2
23,10,0
23,13,0
23,20,0
23,36,0
23,39,0
23,48,0
23,55,0
23,64,0
529,1,2
529,10,2
529,17,2
529,20,2
529,31,2
529,40,2
529,43,3
529,53,2
529,55,3
529,97,2
594,1,0
594,3,3
594,7,0
594,10,0
594,16,0
594,22,0
594,29,0
594,55,1
594,60,0
594,63,0
563,1,0
563,6,0
563,10,0
563,14,0
563,16,0
563,25,0
563,34,2
563,45,0
563,47,0
563,61,2
718,1,2
718,9,2
718,12,0
718,13,2
718,16,2
718,22,2
718,25,2
718,31,3
718,34,2
718,58,0
8,1,0
8,3,1
8,5,0
8,20,0
8,23,0
8,40,0
8,44,1
8,45,3
8,46,2
8,47,0
290,1,1
290,3,2
290,7,1
290,12,1
290,13,1
290,16,1
290,21,1
290,22,1
290,29,1
290,45,1
308,1,1
308,4,1
308,6,1
308,13,1
308,16,1
308,23,1
308,31,0
308,50,1
308,72,1
308,90,1
179,1,2
179,9,2
179,20,2
179,23,2
179,31,2
179,34,2
179,42,2
179,48,0
179,54,2
179,65,2
73,1,1
73,3,2
73,9,1
73,13,1
73,16,1
73,20,1
73,35,1
73,37,1
73,40,1
73,53,2
590,1,0
590,3,2
590,12,3
590,13,0
590,15,0
590,16,0
590,20,0
590,56,1
590,60,0
590,76,0
679,1,0
679,6,0
679,10,0
679,16,0
679,19,0
679,34,0
679,37,0
679,59,0
679,61,3
679,66,3
322,1,3
322,3,1
322,9,3
322,17,3
322,20,0
322,41,3
322,44,3
322,45,3
322,61,3
322,87,1
377,1,2
377,13,2
377,17,2
377,20,3
377,28,2
377,29,2
377,37,2
377,42,2
377,55,1
377,60,2
568,1,2
568,14,2
568,20,2
568,40,2
568,43,0
568,54,2
568,56,0
568,61,1
568,63,2
568,89,0
