question,worker,answer
370,1,3
370,9,3
370,16,3
370,20,3
370,23,3
370,35,2
370,37,3
370,53,3
370,58,3
370,66,2
81,1,1
81,12,1
81,15,1
81,31,1
81,37,1
81,39,1
81,41,1
81,67,1
81,77,1
81,85,3
366,1,3
366,4,3
366,16,3
366,21,2
366,34,3
366,35,3
366,39,3
366,41,2
366,43,3
366,51,2
705,1,2
705,13,2
705,20,2
705,22,2
705,29,3
705,30,2
705,34,2
705,58,2
705,60,0
705,61,3
365,1,1
365,6,1
365,9,1
365,16,2
365,22,1
365,35,1
365,40,2
365,43,0
365,44,1
365,55,1
71,1,2
71,13,2
71,15,2
71,34,2
71,35,2
71,47,2
71,51,1
71,54,2
71,55,2
71,66,1
426,1,1
426,9,1
426,13,1
426,28,0
426,34,1
426,35,1
426,37,1
426,40,1
426,54,2
426,58,1
403,1,1
403,3,0
403,13,1
403,16,1
403,22,1
403,35,1
403,40,0
403,43,0
403,56,1
403,61,1
445,1,0
445,3,0
445,10,3
445,13,0
445,16,2
445,20,0
445,25,1
445,37,0
445,43,0
445,45,2
213,1,1
213,14,1
213,15,1
213,16,3
213,17,1
213,23,1
213,31,1
213,34,1
213,35,1
213,40,1
12,1,1
12,2,0
12,4,1
12,8,1
12,10,1
12,26,0
12,31,3
12,34,1
12,43,1
12,50,1
162,1,1
162,9,0
162,16,2
162,27,1
162,29,2
162,31,2
162,42,1
162,48,1
162,58,1
162,85,1
156,1,2
156,3,2
156,8,2
156,21,2
156,22,2
156,25,0
156,31,2
156,35,2
156,39,1
156,56,0
525,1,1
525,3,1
525,13,1
525,19,1
525,31,1
525,40,1
525,53,1
525,56,2
525,60,1
525,65,2
359,1,2
359,9,3
359,16,2
359,22,2
359,25,1
359,34,2
359,48,2
359,55,2
359,61,2
359,97,2
590,1,0
590,3,0
590,12,1
590,13,0
590,15,0
590,16,0
590,20,0
590,56,2
590,60,0
590,76,0
650,1,2
650,2,2
650,3,2
650,9,2
650,16,0
650,17,2
650,20,2
650,35,2
650,40,2
650,43,2
118,1,2
118,8,0
118,16,2
118,20,2
118,23,1
118,25,2
118,28,2
118,29,2
118,34,1
118,53,2
602,1,2
602,3,2
602,10,2
602,11,2
602,13,2
602,17,1
602,20,2
602,49,0
602,56,2
602,80,1
377,1,2
377,13,2
377,17,2
377,20,3
377,28,2
377,29,1
377,37,2
377,42,2
377,55,2
377,60,1
301,1,3
301,3,3
301,5,1
301,10,2
301,13,3
301,31,3
301,35,3
301,39,3
301,55,3
301,56,1
270,1,3
270,11,3
270,16,3
270,20,3
270,35,3
270,39,3
270,40,3
270,69,1
270,81,3
270,85,3
682,1,1
682,15,0
682,21,1
682,22,1
682,25,1
682,28,1
682,30,1
682,31,0
682,50,2
682,58,1
100,1,0
100,3,0
100,4,0
100,10,0
100,13,0
100,26,0
100,34,0
100,49,2
100,56,0
100,61,0
530,1,3
530,3,0
530,9,3
530,13,3
530,15,3
530,16,1
530,22,3
530,37,3
530,53,3
530,55,3
126,1,2
126,9,1
126,11,2
126,16,0
126,19,2
126,22,2
126,39,2
126,47,2
126,55,2
126,66,0
125,1,0
125,15,0
125,16,3
125,22,0
125,28,1
125,30,0
125,39,0
125,47,0
125,50,0
125,81,2
308,1,1
308,4,1
308,6,2
308,13,1
308,16,0
308,23,1
308,31,1
308,50,1
308,72,1
308,90,1
183,1,3
183,25,2
183,29,3
183,31,3
183,33,3
183,34,3
183,37,3
183,55,3
183,75,2
183,95,3
452,1,2
452,2,2
452,9,2
452,16,1
452,25,3
452,28,3
452,29,2
452,31,3
452,37,2
452,56,2
678,1,3
678,13,3
678,16,2
678,20,1
678,22,3
678,25,1
678,34,3
678,43,1
678,54,3
678,88,3
369,1,2
369,5,2
369,14,2
369,16,0
369,23,1
369,34,2
369,35,2
369,37,2
369,85,1
369,88,2
290,1,1
290,3,1
290,7,1
290,12,3
290,13,1
290,16,3
290,21,2
290,22,1
290,29,1
290,45,1
148,1,2
148,3,1
148,9,0
148,20,2
148,22,2
148,29,2
148,35,2
148,40,2
148,43,2
148,51,2
310,1,1
310,13,2
310,22,1
310,23,1
310,27,1
310,34,1
310,36,2
310,43,1
310,45,1
310,63,1
311,1,3
311,9,3
311,15,1
311,28,3
311,34,3
311,35,3
311,37,3
311,58,3
311,87,3
311,101,3
65,1,3
65,3,2
65,5,3
65,26,0
65,34,3
65,36,3
65,39,3
65,40,3
65,41,0
65,55,0
240,1,2
240,2,2
240,13,3
240,16,1
240,19,2
240,20,2
240,23,1
240,43,2
240,49,2
240,54,2
615,1,0
615,8,0
615,13,0
615,34,0
615,36,2
615,37,0
615,42,0
615,43,0
615,47,0
615,62,0
653,1,3
653,11,3
653,13,1
653,21,0
653,22,3
653,25,0
653,29,1
653,55,2
653,59,0
653,61,3
595,1,3
595,12,3
595,13,2
595,20,3
595,21,3
595,32,1
595,35,2
595,50,1
595,58,3
595,59,3
553,1,2
553,2,3
553,5,2
553,28,2
553,43,2
553,44,2
553,50,3
553,54,2
553,61,2
553,99,3
617,1,2
617,10,2
617,19,2
617,21,2
617,31,2
617,34,2
617,35,2
617,39,2
617,43,2
617,58,2
328,1,3
328,3,3
328,8,0
328,10,1
328,16,1
328,23,3
328,34,3
328,53,0
328,62,0
328,74,3
220,1,0
220,3,2
220,5,0
220,21,0
220,23,0
220,44,0
220,47,0
220,57,0
220,61,0
220,76,0
556,1,2
556,5,2
556,13,2
556,17,2
556,19,2
556,20,2
556,25,2
556,35,2
556,39,2
556,66,2
655,1,0
655,2,0
655,3,0
655,11,1
655,13,2
655,16,0
655,31,0
655,40,0
655,55,0
655,56,0
718,1,2
718,9,2
718,12,2
718,13,3
718,16,2
718,22,2
718,25,2
718,31,2
718,34,2
718,58,2
276,1,2
276,5,2
276,9,0
276,20,2
276,22,2
276,23,2
276,24,2
276,31,2
276,37,2
276,50,1
722,1,1
722,8,1
722,17,2
722,20,1
722,22,1
722,23,2
722,28,3
722,31,1
722,41,1
722,55,1
529,1,2
529,10,2
529,17,2
529,20,2
529,31,2
529,40,2
529,43,2
529,53,0
529,55,2
529,97,2
287,1,0
287,3,0
287,9,0
287,11,3
287,20,2
287,22,0
287,29,2
287,43,0
287,58,0
287,90,2
482,1,3
482,5,3
482,10,0
482,16,3
482,35,3
482,39,1
482,40,3
482,43,3
482,54,1
482,88,2
174,1,3
174,3,3
174,6,3
174,10,3
174,13,3
174,21,0
174,22,3
174,35,3
174,60,3
174,61,3
8,1,0
8,3,0
8,5,2
8,20,0
8,23,0
8,40,0
8,44,3
8,45,0
8,46,0
8,47,0
222,1,2
222,9,2
222,10,0
222,13,3
222,16,3
222,20,2
222,34,1
222,41,0
222,54,2
222,72,3
611,1,3
611,11,3
611,13,3
611,17,3
611,21,1
611,22,3
611,34,3
611,37,3
611,43,0
611,56,3
110,1,2
110,3,2
110,9,3
110,21,2
110,22,2
110,35,2
110,45,2
110,55,2
110,56,2
110,61,2
232,1,3
232,13,2
232,29,3
232,31,3
232,40,3
232,47,3
232,49,3
232,51,3
232,63,3
232,72,2
594,1,0
594,3,0
594,7,2
594,10,0
594,16,0
594,22,0
594,29,1
594,55,0
594,60,3
594,63,0
106,1,3
106,3,3
106,9,3
106,37,3
106,42,3
106,43,3
106,54,3
106,55,3
106,56,3
106,61,3
208,1,1
208,3,1
208,8,1
208,9,1
208,28,2
208,34,1
208,44,0
208,47,1
208,53,3
208,65,3
116,1,3
116,12,3
116,13,3
116,14,3
116,17,3
116,23,3
116,35,3
116,40,0
116,47,3
116,61,3
42,1,0
42,10,1
42,11,0
42,12,3
42,16,2
42,35,0
42,40,0
42,43,0
42,58,2
42,65,2
398,1,1
398,10,1
398,13,1
398,25,0
398,35,1
398,40,1
398,47,1
398,51,3
398,53,1
398,91,1
714,1,1
714,11,2
714,16,2
714,20,1
714,22,1
714,28,3
714,31,1
714,35,1
714,43,1
714,47,1
179,1,2
179,9,2
179,20,2
179,23,2
179,31,2
179,34,2
179,42,2
179,48,2
179,54,3
179,65,0
57,1,3
57,5,3
57,8,3
57,37,3
57,43,3
57,45,3
57,47,3
57,49,3
57,52,0
57,80,3
128,1,3
128,2,3
128,3,3
128,12,3
128,13,3
128,20,3
128,28,3
128,35,3
128,44,3
128,47,3
102,1,1
102,9,1
102,15,1
102,27,1
102,28,3
102,31,1
102,34,1
102,50,1
102,60,2
102,73,3
216,1,0
216,3,0
216,8,0
216,13,0
216,15,2
216,16,3
216,26,2
216,31,0
216,49,0
216,70,2
23,1,0
23,3,3
23,10,0
23,13,0
23,20,0
23,36,0
23,39,0
23,48,2
23,55,0
23,64,0
73,1,1
73,3,2
73,9,0
73,13,2
73,16,1
73,20,1
73,35,1
73,37,1
73,40,1
73,53,0
197,1,3
197,9,3
197,11,2
197,17,3
197,23,3
197,32,2
197,37,3
197,56,0
197,90,3
197,91,3
78,1,3
78,9,3
78,10,3
78,16,1
78,20,3
78,21,3
78,22,3
78,29,3
78,30,3
78,43,3
580,1,3
580,3,3
580,12,2
580,15,0
580,22,3
580,27,3
580,31,3
580,44,3
580,51,2
580,80,3
419,1,3
419,9,1
419,21,3
419,34,3
419,35,2
419,43,3
419,44,3
419,49,2
419,54,3
419,69,3
250,1,3
250,3,3
250,29,0
250,35,3
250,39,2
250,40,3
250,43,3
250,73,2
250,83,3
250,90,3
562,1,1
562,4,1
562,13,0
562,16,3
562,21,2
562,22,1
562,37,1
562,40,1
562,43,2
562,48,1
347,1,1
347,3,1
347,8,3
347,10,1
347,12,0
347,34,0
347,44,1
347,47,1
347,50,0
347,61,1
459,1,2
459,6,0
459,12,2
459,13,3
459,15,2
459,22,2
459,23,2
459,34,2
459,55,2
459,56,2
1,1,3
1,2,3
1,3,3
1,4,3
1,5,1
1,6,0
1,7,0
1,8,3
1,9,3
1,10,3
95,1,1
95,2,1
95,3,2
95,9,3
95,10,3
95,13,1
95,20,1
95,22,1
95,44,0
95,67,1
317,1,0
317,2,0
317,3,2
317,10,3
317,13,1
317,16,0
317,22,3
317,34,3
317,37,3
317,62,2
354,1,2
354,5,1
354,15,0
354,23,2
354,27,1
354,32,1
354,52,3
354,55,1
354,60,1
354,62,3
632,1,2
632,3,3
632,5,0
632,9,0
632,13,3
632,29,3
632,37,3
632,43,3
632,65,0
632,105,1
563,1,1
563,6,2
563,10,0
563,14,0
563,16,0
563,25,1
563,34,0
563,45,2
563,47,0
563,61,0
97,1,2
97,10,2
97,15,2
97,17,1
97,31,3
97,37,1
97,39,1
97,43,1
97,62,1
97,90,1
433,1,1
433,5,0
433,9,0
433,15,2
433,16,1
433,25,0
433,28,1
433,43,0
433,52,0
433,58,0
115,1,1
115,3,2
115,9,0
115,12,0
115,13,1
115,20,2
115,41,0
115,51,2
115,53,3
115,54,3
415,1,0
415,6,2
415,22,2
415,31,0
415,35,2
415,41,1
415,58,2
415,62,2
415,63,2
415,69,2
625,1,1
625,3,2
625,9,2
625,15,3
625,16,3
625,29,2
625,31,2
625,34,2
625,36,2
625,43,2
142,1,1
142,9,2
142,10,3
142,16,3
142,20,1
142,21,2
142,22,2
142,37,2
142,52,0
142,86,2
263,1,3
263,13,2
263,16,0
263,20,0
263,37,0
263,40,1
263,41,2
263,43,0
263,62,3
263,81,2
257,1,1
257,2,0
257,5,1
257,31,0
257,35,0
257,37,0
257,48,1
257,52,2
257,60,3
257,90,0
275,1,3
275,3,1
275,16,3
275,31,0
275,32,1
275,34,1
275,35,1
275,43,1
275,49,2
275,69,3
41,1,1
41,16,2
41,30,2
41,31,0
41,34,3
41,35,2
41,49,2
41,72,2
41,74,1
41,75,2
368,1,3
368,3,1
368,9,0
368,13,1
368,19,0
368,24,3
368,31,0
368,34,0
368,40,0
368,47,0
185,1,0
185,12,2
185,20,3
185,21,3
185,25,3
185,31,3
185,35,3
185,43,2
185,55,3
185,60,3
6,1,1
6,13,0
6,16,3
6,20,2
6,25,1
6,35,3
6,36,2
6,37,2
6,38,2
6,39,3
31,1,1
31,9,2
31,10,1
31,13,2
31,15,2
31,20,2
31,31,2
31,35,2
31,43,1
31,48,0
13,1,0
13,2,3
13,5,2
13,9,3
13,10,3
13,12,3
13,13,3
13,14,3
13,25,3
13,43,3
283,1,2
283,2,0
283,13,0
283,17,0
283,21,0
283,31,2
283,41,0
283,55,0
283,76,0
283,90,3
730,1,0
730,3,1
730,9,1
730,11,2
730,14,2
730,20,2
730,25,2
730,34,2
730,53,2
730,73,2
518,1,0
518,2,2
518,9,1
518,11,2
518,13,2
518,16,1
518,19,2
518,31,0
518,53,2
518,65,2
555,1,0
555,16,2
555,20,2
555,22,2
555,23,2
555,34,2
555,35,2
555,36,2
555,40,2
555,63,2
75,1,2
75,5,0
75,15,3
75,17,3
75,23,3
75,34,3
75,40,3
75,43,3
75,52,3
75,56,3
325,1,0
325,2,3
325,11,2
325,25,1
325,28,3
325,31,2
