question,worker,answer
20,0,1
20,1,1
20,2,1
20,3,1
20,4,1
20,5,1
20,6,1
20,7,1
20,8,1
20,9,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,1
20,15,1
20,16,0
20,17,0
20,18,1
20,19,1
20,20,1
20,21,1
20,22,1
20,23,1
20,24,1
20,25,1
20,26,1
20,27,1
20,28,0
20,29,1
20,30,0
20,31,1
20,32,0
20,33,0
20,34,1
20,35,0
20,36,1
20,37,1
20,38,1
22,0,0
22,1,0
22,2,0
22,3,1
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,1
22,14,0
22,15,0
22,16,1
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
22,25,0
22,26,0
22,27,0
22,28,0
22,29,0
22,30,1
22,31,0
22,32,0
22,33,1
22,34,0
22,35,0
22,36,0
22,37,0
22,38,0
52,0,0
52,1,1
52,2,0
52,3,0
52,4,0
52,5,0
52,6,0
52,7,0
52,8,0
52,9,0
52,10,0
52,11,0
52,12,0
52,13,0
52,14,0
52,15,0
52,16,0
52,17,0
52,18,1
52,19,0
52,20,0
52,21,1
52,22,0
52,23,0
52,24,0
52,25,1
52,26,0
52,27,0
52,28,0
52,29,0
52,30,1
52,31,1
52,32,0
52,33,0
52,34,1
52,35,0
52,36,0
52,37,0
52,38,0
85,0,1
85,1,1
85,2,1
85,3,1
85,4,1
85,5,1
85,6,1
85,7,1
85,8,1
85,9,1
85,10,1
85,11,0
85,12,1
85,13,0
85,14,1
85,15,1
85,16,1
85,17,1
85,18,0
85,19,1
85,20,1
85,21,1
85,22,1
85,23,0
85,24,1
85,25,1
85,26,1
85,27,1
85,28,1
85,29,1
85,30,1
85,31,1
85,32,1
85,33,1
85,34,0
85,35,1
85,36,1
85,37,0
85,38,0
97,0,1
97,1,1
97,2,1
97,3,1
97,4,1
97,5,1
97,6,1
97,7,0
97,8,1
97,9,1
97,10,1
97,11,1
97,12,1
97,13,0
97,14,1
97,15,1
97,16,1
97,17,1
97,18,1
97,19,1
97,20,1
97,21,1
97,22,1
97,23,0
97,24,1
97,25,1
97,26,1
97,27,1
97,28,1
97,29,1
97,30,0
97,31,1
97,32,1
97,33,1
97,34,1
97,35,1
97,36,1
97,37,1
97,38,1
6,0,0
6,1,1
6,2,0
6,3,1
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,1
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,1
6,20,0
6,21,0
6,22,1
6,23,0
6,24,0
6,25,0
6,26,0
6,27,0
6,28,0
6,29,0
6,30,0
6,31,0
6,32,0
6,33,0
6,34,0
6,35,0
6,36,0
6,37,0
6,38,1
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,1
14,11,0
14,12,0
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,1
14,21,0
14,22,0
14,23,0
14,24,1
14,25,1
14,26,0
14,27,0
14,28,1
14,29,0
14,30,1
14,31,0
14,32,0
14,33,0
14,34,0
14,35,0
14,36,0
14,37,0
14,38,0
81,0,1
81,1,1
81,2,1
81,3,1
81,4,1
81,5,1
81,6,1
81,7,1
81,8,1
81,9,1
81,10,1
81,11,1
81,12,1
81,13,1
81,14,1
81,15,1
81,16,1
81,17,1
81,18,1
81,19,1
81,20,0
81,21,1
81,22,1
81,23,1
81,24,1
81,25,1
81,26,1
81,27,1
81,28,1
81,29,1
81,30,1
81,31,1
81,32,0
81,33,1
81,34,1
81,35,1
81,36,0
81,37,0
81,38,1
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,1
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,1
2,16,0
2,17,0
2,18,1
2,19,1
2,20,0
2,21,1
2,22,0
2,23,0
2,24,0
2,25,0
2,26,0
2,27,0
2,28,0
2,29,0
2,30,0
2,31,0
2,32,0
2,33,0
2,34,1
2,35,0
2,36,0
2,37,0
2,38,1
32,0,1
32,1,1
32,2,1
32,3,1
32,4,1
32,5,1
32,6,0
32,7,1
32,8,1
32,9,1
32,10,1
32,11,1
32,12,1
32,13,1
32,14,0
32,15,1
32,16,1
32,17,1
32,18,1
32,19,1
32,20,1
32,21,1
32,22,1
32,23,1
32,24,1
32,25,1
32,26,1
32,27,1
32,28,1
32,29,1
32,30,0
32,31,0
32,32,0
32,33,1
32,34,1
32,35,1
32,36,1
32,37,1
32,38,1
36,0,0
36,1,1
36,2,0
36,3,0
36,4,1
36,5,0
36,6,0
36,7,0
36,8,0
36,9,0
36,10,0
36,11,0
36,12,0
36,13,0
36,14,1
36,15,0
36,16,0
36,17,0
36,18,1
36,19,0
36,20,0
36,21,1
36,22,0
36,23,0
36,24,0
36,25,0
36,26,0
36,27,0
36,28,0
36,29,0
36,30,0
36,31,0
36,32,1
36,33,0
36,34,0
36,35,0
36,36,1
36,37,0
36,38,0
88,0,1
88,1,1
88,2,1
88,3,1
88,4,1
88,5,1
88,6,1
88,7,1
88,8,1
88,9,1
88,10,1
88,11,1
88,12,1
88,13,1
88,14,1
88,15,1
88,16,0
88,17,1
88,18,0
88,19,1
88,20,1
88,21,0
88,22,1
88,23,0
88,24,1
88,25,1
88,26,1
88,27,1
88,28,1
88,29,1
88,30,1
88,31,1
88,32,1
88,33,1
88,34,1
88,35,1
88,36,1
88,37,1
88,38,1
10,0,0
10,1,1
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,1
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,1
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,1
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,1
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,1
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,1
3,19,0
3,20,1
3,21,0
3,22,0
3,23,0
3,24,0
3,25,0
3,26,0
3,27,0
3,28,1
3,29,1
3,30,0
3,31,0
3,32,1
3,33,0
3,34,0
3,35,0
3,36,0
3,37,0
3,38,1
35,0,0
35,1,0
35,2,1
35,3,0
35,4,0
35,5,0
35,6,0
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,0
35,15,0
35,16,1
35,17,0
35,18,1
35,19,1
35,20,1
35,21,1
35,22,0
35,23,0
35,24,1
35,25,0
35,26,0
35,27,0
35,28,0
35,29,0
35,30,0
35,31,0
35,32,0
35,33,0
35,34,0
35,35,0
35,36,0
35,37,0
35,38,1
27,0,1
27,1,1
27,2,1
27,3,1
27,4,1
27,5,1
27,6,1
27,7,1
27,8,1
27,9,1
27,10,1
27,11,1
27,12,1
27,13,1
27,14,1
27,15,1
27,16,1
27,17,1
27,18,1
27,19,1
27,20,1
27,21,1
27,22,1
27,23,1
27,24,0
27,25,1
27,26,1
27,27,1
27,28,1
27,29,1
27,30,1
27,31,1
27,32,1
27,33,1
27,34,0
27,35,1
27,36,1
27,37,1
27,38,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,0
21,27,1
21,28,1
21,29,0
21,30,0
21,31,1
21,32,0
21,33,0
21,34,0
21,35,0
21,36,0
21,37,0
21,38,0
50,0,1
50,1,1
