question,truth
79186651,0
79186726,2
79188095,1
79188733,2
79189697,0
79189773,2
79194027,2
79196441,2
80050144,1
80050754,0
80056578,0
80057006,2
80057291,2
80059203,2
80059242,0
80060015,2
81170146,0
81170419,2
81172598,2
81213147,2
81990952,1
81991227,0
81991738,0
81995385,2
82510064,1
82510755,2
82511193,0
82512916,2
82513470,1
82518378,2
82673764,0
82674219,0
82676265,0
82677993,0
82678292,0
82679055,1
82680470,1
82838018,1
82838193,1
82838854,0
82838938,1
82839413,2
82840755,0
82843258,0
82843785,2
82847466,0
82849685,0
82851670,0
82852668,1
83255088,2
83255367,1
83256679,0
83257763,1
83269109,2
83270141,2
84033733,2
84048462,2
84049696,1
84304558,1
84311137,1
84312699,1
84312991,0
84318062,1
84318790,2
84319101,2
84321548,1
