question,truth
79187165,2
79188466,0
79188512,0
79188846,1
79190118,2
79196316,0
80050064,1
80051053,2
80055712,2
80056767,2
80056789,2
80058437,1
80058771,1
80059190,0
80059338,1
81176506,0
81178007,2
81179473,2
81212019,1
81213652,1
81991664,0
82510416,0
82510693,1
82511269,1
82512299,0
82515944,2
82516994,1
82518151,0
82674474,1
82675151,1
82675706,2
82679243,0
82679458,2
82681160,1
82835535,0
82837376,2
82839844,2
82841468,0
82844697,2
82844714,1
82847304,1
82847436,0
82850303,2
82850978,0
83254794,0
83255476,1
83255486,0
83269010,1
83269290,0
83270140,2
83271996,1
83272186,1
84030151,0
84031161,1
84033731,2
84033936,1
84034743,0
84034785,2
84048359,1
84304976,0
84308252,1
84310764,1
84311025,1
84314382,2
84317814,1
84319834,1
84321017,1
