question,truth
http://3x-pix.com,4
http://Autotrader.com,1
http://Break.com,3
http://acehardwaresuperstore.com,1
http://advogato.org,1
http://amateur18s.adultbouncer.com/,4
http://andhrapradesh.com,1
http://aquatapes.com,4
http://aresearchguide.com,1
http://bat5.com,4
http://binglee.com.au,1
http://blockdirectory.com,1
http://boylover.net,4
http://buddypic.com/users/xsexishortyx,2
http://bumpshack.com/2007/02/08/kim-kardishians-lie-about-her-sex-tape/,2
http://coolbuddy.smartvideochannel.com,3
http://couchsurfing.org,1
http://crazyblob.com,2
http://dada.net,1
http://destinationcamera.com,1
http://directoryseolist.com,1
http://divx-digest.com,1
http://e-bookreaders.biz,1
http://elearn.mtsac.edu/biology/wildlife/,1
http://eswarm.com,1
http://fightersonlymagazine.co.uk,1
http://filedonkey.com,1
http://fishpetsuppliesnow.com,1
http://hoax-slayer.com,2
http://superdiscountshop.com,1
http://thebody.com,2
http://yousendit.com,1
