question,truth
http://1pixelout.net,1
http://1porno.com/004/teens/index.html,4
http://FactMonster.com,1
http://adult-porn-sites.net/shemale-comics/,4
http://apolloguide.com/mov_revtemp.asp?cid=950,1
http://apprupt.com,1
http://arcspace.com,1
http://army.mod.uk,1
http://backseatcuddler.com/2008/03/20/lindsay-lohan-sex-tape/,4
http://backseatcuddler.com/2008/03/20/lindsay-lohan-sex-tape/lindsay-lohan-sex-tape/,3
http://backseatcuddler.com/2008/06/29/new-miley-cyrus-pictures-not-naked-but-still-sexy/,2
http://backseatcuddler.com/2008/07/13/sex-and-the-city-sequel-in-the-works/,2
http://bjsbrewhouse.com,1
http://bumpshack.com/2007/11/28/luciana-salazar-latest-celeb-sex-tape-scandal/,2
http://bumpshack.com/2008/12/02/jessica-alba-too-sexy-for-campari-calendar/,2
http://bumpshack.com/2008/12/02/jessica-alba-too-sexy-for-campari-calendar/jessica-alba-2009-campari-calendar-4/,3
http://butasforme.com,1
http://canadiancontent.net,1
http://centuryhouse.net,1
http://comodo.com,1
http://czechboys.com,4
http://dealvalues.com,1
http://directoryfort.com,1
http://enigmagroup.org,2
http://etouches.com,1
http://finest4.com,1
http://forwolves.org/ralph/,1
http://headbands.com,2
http://howardmovies.com,4
http://limewire.com,1
http://poopreport.com,1
