question,truth
79186190,2
79186651,0
79188512,0
79189145,2
79189357,0
79194027,2
79194028,1
79196316,0
79196972,0
79197068,0
79197151,0
79197691,1
80050144,1
80050645,1
80053613,1
80056578,0
80056863,1
80057006,2
80058437,1
80058872,2
80059338,1
80060015,2
81169563,0
81172348,0
81174535,2
81176223,0
81176506,0
81176574,1
81177955,1
81211518,2
81212076,1
81213046,2
81213627,2
81213820,2
81215562,2
81991119,1
81991330,2
81991664,0
81992249,0
81992349,1
81994619,0
81996594,1
82510064,1
82510452,2
82512093,0
82512461,2
82512662,2
82513014,2
82513444,0
82513470,1
82515944,2
82516283,1
82516775,0
82517281,1
82517329,0
82518151,0
82673764,0
82674219,0
82674566,0
82676609,1
82678292,0
82678736,1
82679834,1
82680378,2
82680423,2
82680469,2
82681107,1
82837194,2
82837247,0
82837330,2
82837899,2
82838136,2
82838269,2
82838854,0
82839573,0
82839844,2
82839983,1
82843268,2
82843839,1
82844422,1
82844564,2
82844714,1
82844765,0
82845268,0
82846910,1
82847466,0
82853150,0
82853187,0
83255476,1
83257336,0
83258590,0
83258608,2
83267942,2
83268301,1
83268491,2
83269109,2
83269290,0
83269935,1
83270140,2
83271419,1
83272206,2
84030639,1
84033089,0
84033718,0
84047300,2
84048359,1
84049369,2
84051155,2
84051334,1
84051983,1
84305417,0
84305541,1
84305899,2
84307215,0
84308244,1
84308263,0
84308560,1
84310764,1
84311133,1
84312474,1
84312991,0
84313039,2
84313769,2
84313808,2
84314150,1
84314450,0
84314756,1
84314916,2
84318003,1
84320238,0
84320701,0
84321454,0
