question,truth
79186190,2
79186665,1
79194028,1
79197417,2
79197834,1
80056218,2
80056235,2
81170861,0
81172057,1
81172077,2
81172348,0
81176672,2
81213820,2
81991119,1
81991168,0
81993807,2
81995317,0
81995507,0
81995666,2
81996092,0
81996571,1
82509653,1
82509678,0
82511565,1
82512662,2
82517281,1
82518158,0
82674634,0
82678469,1
82679835,0
82679887,0
82681854,0
82840508,0
82843268,2
82847641,0
82850583,0
82853150,0
82853187,0
83254916,0
83254939,1
83255121,0
83256366,2
83258038,1
83258590,0
83268278,1
83268491,2
83269499,2
83269519,1
83270521,1
84047815,1
84048095,1
84048182,1
84048241,2
84049530,0
84050095,2
84050322,0
84051300,1
84051926,1
84051983,1
84304614,1
84307329,2
84308560,1
84312474,1
84313039,2
84313352,1
84314324,0
84321217,0
