question,truth
http://1pixelout.net,1
http://1porno.com/004/teens/index.html,4
http://4-panama-city-beach-condo.com/index.htm,1
http://6t9u.com,4
http://9dir.com,1
http://Cooking.com,1
http://activeboard.com,1
http://aetna.com,1
http://amateur18s.adultbouncer.com/,4
http://ancestorsites.com,1
http://animea.net,1
http://apprupt.com,1
http://aquatapes.com,4
http://asandboxgreeting.com,1
http://asiatos.com,4
http://azureuswiki.com,1
http://babyboomerlifeboat.com,1
http://backseatcuddler.com/2008/01/05/adriana-lima-latest-sex-tape-scandal/,2
http://backseatcuddler.com/2008/01/22/dita-von-teeses-sexy-spanish-playboy-photos/,3
http://backseatcuddler.com/2008/03/20/lindsay-lohan-sex-tape/,4
http://backseatcuddler.com/2008/06/29/new-miley-cyrus-pictures-not-naked-but-still-sexy/,2
http://backseatcuddler.com/2008/09/16/megan-fox-reveals-bisexual-past-current-girl-crushes/,2
http://bestwestern.com,1
http://betinternet.com,1
http://blaxa.com,1
http://bsa90.tripod.com/,1
http://btjunkie.org/torrent/hbo-real-sex-31/4495bf0ffc6f704bcc78514def55a86a20731367c35e,3
http://buddypic.com/users/xsexishortyx,2
http://bumpshack.com/2007/02/08/kim-kardishians-lie-about-her-sex-tape/,2
http://bumpshack.com/2007/11/18/paris-hilton-naked-bath-time-sex-tape/,3
http://bumpshack.com/2007/11/18/paris-hilton-naked-bath-time-sex-tape/paris-hilton-sex-tape-3/,3
http://bumpshack.com/2008/10/22/will-smith-seeks-scientology-to-cure-his-homosexuality/,3
http://bumpshack.com/2008/12/01/milf-sexy-pose-britney-spears-vs-tina-fey/,3
http://bumpshack.com/2008/12/02/jessica-alba-too-sexy-for-campari-calendar/jessica-alba-2009-campari-calendar-10/,1
http://bustygalleries.com,4
http://canadiancontent.net,1
http://candyskye.com,4
http://celebricious.com,2
http://cellstores.com,1
http://centuryhouse.net,1
http://chinwag.co.uk,1
http://churchpixel.com,1
http://cinemageddon.org,3
http://classicpornstars.com/Brooke_West/,4
http://cyh.com,1
http://doomworld.com,1
http://drunkenmature.com,4
http://e-patternscentral.com,1
http://enigmagroup.org,2
http://etouches.com,1
http://falonofthetower.com,1
http://fhm.co.za,4
http://filecabi.net,4
http://free-amateur-photo.com/a/uke7/a1/index.html,4
http://freeadposting.com,1
http://freeadvertisingblog.com,1
http://headbands.com,2
http://justguys.net,3
http://liberator.com,4
http://limewire.com,1
http://meetup.com,2
http://thebody.com,2
http://usa.com,1
http://youngwomenshealth.org,1
