question,truth
79185724,1
79189145,2
79193796,1
79196748,2
79197563,1
80058228,1
80058872,2
80059079,2
80059362,2
80059451,0
80059665,2
81176286,2
81177034,1
81213627,2
81990447,1
81992249,0
81992407,0
81992855,2
81993136,0
81993695,1
81996997,1
82510163,1
82510452,2
82511191,0
82512623,1
82512854,1
82515898,1
82516283,1
82516775,0
82673563,1
82673786,2
82674083,1
82674497,1
82681805,0
82837247,0
82837308,0
82837743,0
82840428,0
82843839,1
82844705,0
82845290,1
82846118,1
82846910,1
82850000,0
82852894,1
83258608,2
83258613,0
83267294,1
83267635,1
83267942,2
83269583,0
83269790,2
83271356,2
84030164,2
84048109,2
84048438,0
84049777,1
84305178,1
84305262,1
84306221,2
84306860,0
84314069,0
84314756,1
84314858,0
84318394,0
84318962,0
84321176,1
