boy lad,0.8746753246753247
tool implement,2.5443833863724015
gem jewel,0.5205673758865252
brother monk,1.5646077894327863
lad wizard,0.15529114919310327
brother lad,0.7473331661364044
monk slave,2.104473497342585
automobile car,0.25412087912087955
forest graveyard,1.5427830502591617
asylum madhouse,1.0277510828992078
cemetery woodland,1.2169117423204558
midday noon,0.2003327787021636
bird cock,1.2562882195473213
crane implement,0.25280769950189397
food fruit,1.1206391984137802
coast hill,0.6419716161756326
bird crane,0.9689505627585735
food rooster,0.47292581226411023
furnace stove,0.7234962472719504
monk oracle,1.5523171880531832
noon string,2.3414739884393065
magician wizard,0.7050231839258121
shore woodland,0.2681718219825977
rooster voyage,0.7914739884393064
journey voyage,0.3794326241134751
car journey,0.28966464287345595
glass magician,1.4118009238904523
coast forest,2.4628851484909218
cord smile,2.5291176470588237
coast shore,1.824675324675324
