"AKRON, OHIO - 2000",0.0
"ALBION, IDAHO - 2000",0.02508260731366363
"ALLEN, TEXAS - 2000",0.0
"ANAHEIM, CALIFORNIA - 2000",14391.139284574776
"ANKENY, IOWA - 2000",0.0
"ANTIOCH, CALIFORNIA - 2000",10057.999999999985
"ARKADELPHIA, ARKANSAS - 2000",0.0
"ARP, TEXAS - 2000",138.99999999999977
"ASHBY, MASSACHUSETTS - 2000",0.005045391240855679
"ATLANTA, GEORGIA - 2005",12420.0
"AUGUSTA, MAINE - 2000",5699.999999999945
"AUSTINTOWN, OHIO - 2000",6373.999999999996
"BALTIMORE, MARYLAND - 2006",1.1641532182693481e-10
"BARGERSVILLE, INDIANA - 2000",769.9999999999495
"BARNSTEAD, NEW HAMPSHIRE - 2000",3.480599661997985e-05
"BELLINGHAM, WASHINGTON - 2000",0.9999999989959178
"BERKELEY HEIGHTS, NEW JERSEY - 2000",26583.951171000663
"BERKELEY, CALIFORNIA - 2000",1.4551915228366852e-11
"BERN, KANSAS - 2000",0.13111968953052155
"BETTENDORF, IOWA - 2000",3.637978807091713e-12
"BEVERLY, MASSACHUSETTS - 2000",0.0
"BIG STONE GAP, VIRGINIA - 2000",9.094947017729282e-13
"BILLINGS, MONTANA - 2000",0.33197395944443997
"BINGHAMTON, NEW YORK - 2000",0.0
"BLISSFIELD, MICHIGAN - 2000",0.9999999999990905
"BOONE, NORTH CAROLINA - 2000",0.0
"BOSTON, MASSACHUSETTS - 2005",18802.0
"BOUNTIFUL, UTAH - 2000",0.0
"BOWLING GREEN, KENTUCKY - 2000",0.0
"BRANSON, MISSOURI - 2000",9.094947017729282e-13
"BROWNSBURG, INDIANA - 2000",0.0
"BROWNSVILLE, TEXAS - 2000",0.0
"BUFFALO, NEW YORK - 2000",5.820766091346741e-11
"BURLINGTON, WISCONSIN - 2000",13.50000000001819
"CALERA, ALABAMA - 2000",4.547473508864641e-13
"CAMBRIDGE, MASSACHUSETTS - 2000",1.4551915228366852e-11
"CAMDEN, NEW JERSEY - 2000",0.0
"CANTON, TEXAS - 2000",0.7182431455726146
"CARSON CITY, NEVADA - 2000",0.5093874757221784
"CASPER, WYOMING - 2000",0.06339014783588937
"CHATTANOOGA, TENNESSEE - 2000",0.0
"CHATTANOOGA, TENNESSEE - 2006",0.0
"CINCINNATI, OHIO - 2005",0.0
"CLAIRTON, PENNSYLVANIA - 2000",0.0
"CLAREMONT, CALIFORNIA - 2000",9.968061931431293e-10
"CLEVELAND, OHIO - 2000",1.1641532182693481e-10
"COLUMBIA, ILLINOIS - 2000",0.0
"COMPTON, CALIFORNIA - 2000",1.4551915228366852e-11
"CONCORD, NEW HAMPSHIRE - 2000",1.3477227184921503e-05
"CONVERSE, INDIANA - 2000",12.684810802023321
"CORNELIUS, OREGON - 2000",0.0
