79185724	1
79185900	1
79186190	2
79186569	2
79186651	0
79186665	1
79186726	2
79188466	0
79188512	0
79188733	2
79188846	1
79189145	2
79189357	0
79189773	2
79193752	2
79193796	1
79193917	1
79194027	2
79194028	1
79194093	2
79194550	1
79194811	1
79194933	0
79195142	2
79195594	2
79195829	0
79196168	2
79196316	0
79196441	2
79196972	0
79197068	0
79197151	0
79197417	2
79197503	2
79197563	1
79197691	1
79197834	1
79197903	0
79197928	2
80050144	1
80050645	1
80050754	0
80051053	2
80051237	1
80051992	1
80052151	2
80052225	2
80053174	2
80053403	1
80053613	1
80053682	0
80053749	2
80054061	1
80055712	2
80055921	0
80056141	1
80056218	2
80056390	0
80056578	0
80056720	0
80056767	2
80056789	2
80056863	1
80057006	2
80057291	2
80057335	1
80058003	2
80058172	2
80058228	1
80058437	1
80058539	2
80058749	1
80058771	1
80058841	1
80058872	2
80059045	0
80059079	2
80059118	0
80059203	2
80059242	0
80059324	1
80059338	1
80059362	2
80059451	0
80059665	2
80059799	1
80059939	0
80060015	2
81169563	0
81170146	0
81170419	2
81170491	1
81170861	0
81171736	0
81172057	1
81172348	0
81172598	2
81174459	1
81174535	2
81176223	0
81176506	0
81176534	1
81176574	1
81176650	1
81176672	2
81176923	2
81177034	1
81177456	0
81177780	0
81177836	1
81177955	1
81178003	1
81178007	2
81178016	0
81178980	2
81179473	2
81211518	2
81212019	1
81212076	1
81213046	2
81213627	2
81213652	1
81213766	1
81213820	2
81213904	1
81214896	2
81215052	1
81215474	0
81215562	2
81988861	0
81989508	0
81989954	1
81990273	1
81990447	1
81990560	2
81990891	0
81990952	1
81991018	2
81991119	1
81991158	0
81991168	0
81991227	0
81991310	0
81991330	2
81991465	1
81991664	0
81991877	2
81992011	1
81992074	1
81992249	0
81992349	1
81992407	0
81992417	0
81992487	0
81992855	2
81993136	0
81993145	1
81993643	1
81993695	1
81993807	2
81994619	0
81994623	2
81995233	2
81995294	0
81995385	2
81995507	0
81995718	2
81995828	0
81995838	1
81996092	0
81996415	2
81996571	1
81996585	0
81996594	1
81996695	2
81996764	0
82509276	1
82509602	0
82509653	1
82510064	1
82510201	1
82510207	1
82510416	0
82510452	2
82510693	1
82510755	2
82510796	1
82511191	0
82511193	0
82511269	1
82511345	0
82511565	1
82511766	1
82512042	1
82512093	0
82512212	2
82512299	0
82512461	2
82512623	1
82512662	2
82512854	1
82512916	2
82513014	2
82513289	2
82513444	0
82513470	1
82513588	1
82515092	2
82515898	1
82515944	2
82516283	1
82516775	0
82516994	1
82517281	1
82517296	0
82517329	0
82517625	1
82517629	1
82517646	2
82517839	0
82518099	2
82518151	0
82518322	0
82518378	2
82518429	2
82672831	0
82672977	2
82673563	1
82673621	0
82673764	0
82673786	2
82673833	0
82673954	0
82674035	1
82674083	1
82674219	0
82674290	2
82674474	1
82674497	1
82674566	0
82674634	0
82674902	0
82675810	1
82675851	1
82676265	0
82676486	2
82676609	1
82676738	2
82677093	1
82677133	0
82677176	2
82677284	1
82678292	0
82678469	1
82678736	1
82679243	0
82679458	2
82679485	0
82679560	1
82679677	0
82679834	1
82679835	0
82679887	0
82680253	2
82680378	2
82680423	2
82680469	2
82680470	1
82681076	1
82681107	1
82681160	1
82681227	2
82681477	0
82681805	0
82681854	0
82681996	2
82682106	2
82682363	0
82835535	0
82837138	1
82837194	2
82837247	0
82837308	0
82837312	2
82837330	2
82837331	1
82837376	2
82837743	0
82837899	2
82838018	1
82838077	2
82838136	2
82838193	1
82838269	2
82838802	2
82838854	0
82838894	0
82838938	1
82839115	1
