64	1
68	1
103	1
156	1
216	1
253	1
286	1
308	1
370	1
405	1
434	1
442	1
517	1
569	1
623	1
633	1
692	1
699	1
769	1
772	1
782	1
794	1
817	1
841	1
912	1
915	1
947	1
1099	1
1113	1
1146	1
1171	1
1212	1
1226	1
1252	1
1257	1
1271	1
1335	1
1343	1
1421	1
1510	1
1526	1
1591	1
1597	1
1603	1
1639	1
1645	1
1685	1
1789	1
1824	1
1834	1
1843	1
1866	1
1878	1
1914	1
1971	1
1990	1
1996	1
2091	1
2142	1
2212	1
2314	1
2563	1
2629	1
2691	1
2813	1
2837	1
2870	1
2885	1
2891	1
2915	1
2986	1
3001	1
3143	1
3169	1
3183	1
3225	1
3265	1
3306	1
3362	1
3401	1
3510	1
3533	1
3548	1
3593	1
3595	1
3787	1
3812	1
3816	1
3854	1
3861	1
3863	1
3864	1
3944	1
3946	1
4003	1
4034	1
4114	1
4123	1
4138	1
4139	1
4145	1
4171	1
4240	1
4378	1
4416	1
4430	1
4471	1
4478	1
4489	1
4574	1
4608	1
4617	1
4709	1
4725	1
4752	1
4793	1
4825	1
4852	1
4870	1
4885	1
4922	1
4933	1
4958	1
4975	1
5034	1
5039	1
5145	1
5149	1
5404	0
5412	0
5416	0
5520	0
5524	0
5639	0
5653	0
5667	0
5737	0
5771	0
5836	0
5891	0
6032	0
6044	0
6055	0
6076	0
6101	0
6102	0
6154	0
6183	0
6207	0
6223	0
6228	0
6278	0
6284	0
6304	0
6328	0
6483	0
6487	0
6542	0
6547	0
6552	0
6606	0
6655	0
6798	0
6828	0
6874	0
6908	0
6979	0
6987	0
7064	0
7104	0
7133	0
7155	0
7217	0
7218	0
7301	0
7302	0
7402	0
7453	0
7500	0
7503	0
7587	0
7681	0
7739	0
7769	0
7776	0
7786	0
7825	0
7862	0
7891	0
7936	0
7951	0
7960	0
7970	0
8175	0
8189	0
8252	0
8309	0
8315	0
8383	0
8447	0
8469	0
8520	0
8551	0
8564	0
8622	0
8642	0
8686	0
8735	0
8752	0
8796	0
8821	0
8874	0
8908	0
8914	0
8925	0
8958	0
9006	0
9069	0
9148	0
9176	0
9195	0
9334	0
9337	0
9409	0
9444	0
9509	0
9623	0
9632	0
9672	0
9720	0
9798	0
9815	0
9816	0
9867	0
9914	0
9931	0
9996	0
10013	0
10018	0
10068	0
10081	0
10083	0
10085	0
10163	0
10182	0
10224	0
10313	0
10325	0
10378	0
10421	0
