103	1
246	1
308	1
737	1
782	1
1001	1
1335	1
1421	1
1510	1
1645	1
1764	1
1817	1
1834	1
1850	1
1856	1
1866	1
2091	1
2583	1
2665	1
2685	1
2691	1
2837	1
2869	1
3127	1
3169	1
3225	1
3268	1
3465	1
3510	1
3539	1
3548	1
3670	1
3787	1
3864	1
3907	1
3990	1
4378	1
4418	1
4478	1
4709	1
4725	1
4733	1
4885	1
4961	1
5034	1
5145	1
5336	0
5606	0
5706	0
5737	0
6032	0
6183	0
6223	0
6278	0
6304	0
6483	0
6487	0
6502	0
6552	0
6861	0
6908	0
6979	0
7060	0
7152	0
7228	0
7402	0
7586	0
7637	0
7662	0
7791	0
7934	0
8146	0
8189	0
8252	0
8297	0
8309	0
8315	0
8447	0
8735	0
8821	0
8855	0
8914	0
8935	0
8958	0
9006	0
9148	0
9290	0
9623	0
9625	0
9741	0
9867	0
10042	0
10072	0
10083	0
10085	0
10171	0
10210	0
10284	0
10308	0
10325	0
