A1VW9W0DWXCPYE	580	2
A3NU1SQPI1NXY4	580	0
AKBP92VUQ7G3	580	2
ATQWZNGQCN1RA	580	2
A2V3P1XE33NYC3	580	2
A2UFD1I8ZO1V4G	580	1
AD317NO9623GZ	580	1
A1PAR1TMKFPKQE	580	2
A2BERTY629PZDT	580	2
A1VW9W0DWXCPYE	520	2
A3NU1SQPI1NXY4	520	1
AKBP92VUQ7G3	520	2
ATQWZNGQCN1RA	520	3
A2V3P1XE33NYC3	520	2
A2UFD1I8ZO1V4G	520	3
AD317NO9623GZ	520	3
A1PAR1TMKFPKQE	520	1
A3E157ZN8XPUKJ	520	3
A1VW9W0DWXCPYE	525	0
A3NU1SQPI1NXY4	525	0
AKBP92VUQ7G3	525	0
ATQWZNGQCN1RA	525	0
A2V3P1XE33NYC3	525	0
A2UFD1I8ZO1V4G	525	0
AD317NO9623GZ	525	0
A3E157ZN8XPUKJ	525	0
A3GLUDQZGEJL5G	525	3
A1VW9W0DWXCPYE	215	3
A3NU1SQPI1NXY4	215	3
AKBP92VUQ7G3	215	2
ATQWZNGQCN1RA	215	3
A2H321P1NSEW35	215	3
A2V3P1XE33NYC3	215	1
A2UFD1I8ZO1V4G	215	3
AD317NO9623GZ	215	3
A1BHMDRWW9ZYSO	215	3
A1VW9W0DWXCPYE	506	3
A3NU1SQPI1NXY4	506	3
AKBP92VUQ7G3	506	3
ATQWZNGQCN1RA	506	1
A2V3P1XE33NYC3	506	3
A2UFD1I8ZO1V4G	506	2
AD317NO9623GZ	506	3
A1PAR1TMKFPKQE	506	3
A1BHMDRWW9ZYSO	506	1
A1VW9W0DWXCPYE	113	2
A3NU1SQPI1NXY4	113	2
AKBP92VUQ7G3	113	0
ATQWZNGQCN1RA	113	1
A2V3P1XE33NYC3	113	3
A2UFD1I8ZO1V4G	113	3
AD317NO9623GZ	113	2
A1PAR1TMKFPKQE	113	2
A1BHMDRWW9ZYSO	113	2
A1VW9W0DWXCPYE	87	0
A3NU1SQPI1NXY4	87	2
AKBP92VUQ7G3	87	0
ATQWZNGQCN1RA	87	0
A2V3P1XE33NYC3	87	0
A2UFD1I8ZO1V4G	87	0
AD317NO9623GZ	87	0
A1PAR1TMKFPKQE	87	0
A3E157ZN8XPUKJ	87	0
A1VW9W0DWXCPYE	443	1
A3NU1SQPI1NXY4	443	0
AKBP92VUQ7G3	443	1
ATQWZNGQCN1RA	443	2
A2V3P1XE33NYC3	443	1
A2UFD1I8ZO1V4G	443	1
AD317NO9623GZ	443	3
A3E157ZN8XPUKJ	443	0
A1BHMDRWW9ZYSO	443	3
A1VW9W0DWXCPYE	277	2
A3NU1SQPI1NXY4	277	3
AKBP92VUQ7G3	277	2
ATQWZNGQCN1RA	277	2
A2V3P1XE33NYC3	277	0
A2UFD1I8ZO1V4G	277	1
AD317NO9623GZ	277	2
AM2W23THD4CI7	277	0
A53VNQRRFQ785	277	2
A1VW9W0DWXCPYE	114	3
A3NU1SQPI1NXY4	114	3
AKBP92VUQ7G3	114	2
ATQWZNGQCN1RA	114	3
A2V3P1XE33NYC3	114	3
A2UFD1I8ZO1V4G	114	2
AD317NO9623GZ	114	0
A1PAR1TMKFPKQE	114	3
A1BHMDRWW9ZYSO	114	1
A1VW9W0DWXCPYE	517	3
A3NU1SQPI1NXY4	517	0
AKBP92VUQ7G3	517	0
ATQWZNGQCN1RA	517	3
A2V3P1XE33NYC3	517	0
A2UFD1I8ZO1V4G	517	3
AD317NO9623GZ	517	0
A1PAR1TMKFPKQE	517	1
A3E157ZN8XPUKJ	517	3
A1VW9W0DWXCPYE	197	3
A3NU1SQPI1NXY4	197	3
AKBP92VUQ7G3	197	3
ATQWZNGQCN1RA	197	3
A2V3P1XE33NYC3	197	1
A2UFD1I8ZO1V4G	197	2
AD317NO9623GZ	197	0
AWRAXV1RIYR0M	197	0
A1PAR1TMKFPKQE	197	0
A1VW9W0DWXCPYE	521	2
A3NU1SQPI1NXY4	521	2
AKBP92VUQ7G3	521	2
ATQWZNGQCN1RA	521	2
A2H321P1NSEW35	521	0
A2V3P1XE33NYC3	521	2
A2UFD1I8ZO1V4G	521	0
AD317NO9623GZ	521	0
A1C0Z73809FFDZ	521	2
A1VW9W0DWXCPYE	407	2
A3NU1SQPI1NXY4	407	3
AKBP92VUQ7G3	407	2
ATQWZNGQCN1RA	407	2
A2H321P1NSEW35	407	2
A2V3P1XE33NYC3	407	2
A2UFD1I8ZO1V4G	407	0
AD317NO9623GZ	407	1
A3E157ZN8XPUKJ	407	2
A1VW9W0DWXCPYE	460	0
A3NU1SQPI1NXY4	460	3
AKBP92VUQ7G3	460	3
ATQWZNGQCN1RA	460	0
A2V3P1XE33NYC3	460	0
A2UFD1I8ZO1V4G	460	3
AD317NO9623GZ	460	0
A1PAR1TMKFPKQE	460	2
A3E157ZN8XPUKJ	460	0
A1VW9W0DWXCPYE	234	2
A3NU1SQPI1NXY4	234	0
AKBP92VUQ7G3	234	3
ATQWZNGQCN1RA	234	2
A2H321P1NSEW35	234	2
A2V3P1XE33NYC3	234	2
A2UFD1I8ZO1V4G	234	2
AD317NO9623GZ	234	0
A3E157ZN8XPUKJ	234	2
A1VW9W0DWXCPYE	213	1
A3NU1SQPI1NXY4	213	0
AKBP92VUQ7G3	213	1
ATQWZNGQCN1RA	213	2
A2H321P1NSEW35	213	3
A2V3P1XE33NYC3	213	1
A2UFD1I8ZO1V4G	213	1
AD317NO9623GZ	213	1
A1BHMDRWW9ZYSO	213	1
A1VW9W0DWXCPYE	444	0
A3NU1SQPI1NXY4	444	3
AKBP92VUQ7G3	444	0
ATQWZNGQCN1RA	444	0
A2V3P1XE33NYC3	444	0
A2UFD1I8ZO1V4G	444	0
AD317NO9623GZ	444	0
A3E157ZN8XPUKJ	444	1
A1BHMDRWW9ZYSO	444	0
A1VW9W0DWXCPYE	200	1
A3NU1SQPI1NXY4	200	0
AKBP92VUQ7G3	200	1
ATQWZNGQCN1RA	200	0
A2V3P1XE33NYC3	200	2
A2UFD1I8ZO1V4G	200	1
AD317NO9623GZ	200	2
AWRAXV1RIYR0M	200	2
A1PAR1TMKFPKQE	200	1
A1VW9W0DWXCPYE	408	1
A3NU1SQPI1NXY4	408	1
AKBP92VUQ7G3	408	2
ATQWZNGQCN1RA	408	2
A2H321P1NSEW35	408	1
A2V3P1XE33NYC3	408	1
A2UFD1I8ZO1V4G	408	2
AD317NO9623GZ	408	2
A3E157ZN8XPUKJ	408	0
A1VW9W0DWXCPYE	579	3
A3NU1SQPI1NXY4	579	0
AKBP92VUQ7G3	579	0
