1	722	1
8	722	1
17	722	2
20	722	1
22	722	2
23	722	1
28	722	1
31	722	3
41	722	3
55	722	2
1	272	3
16	272	3
28	272	3
29	272	2
34	272	3
39	272	3
42	272	3
48	272	3
58	272	3
88	272	1
1	34	0
3	34	0
13	34	0
14	34	0
15	34	2
16	34	0
24	34	0
31	34	1
35	34	0
53	34	0
1	593	1
3	593	1
9	593	2
15	593	3
22	593	1
37	593	1
39	593	1
41	593	3
53	593	1
80	593	1
1	497	3
4	497	3
5	497	3
21	497	3
23	497	3
35	497	0
43	497	3
53	497	3
54	497	3
55	497	0
1	23	0
3	23	2
10	23	0
13	23	2
20	23	1
36	23	1
39	23	0
48	23	2
55	23	0
64	23	0
1	617	2
10	617	1
19	617	0
21	617	2
31	617	3
34	617	2
35	617	3
39	617	3
43	617	2
58	617	2
1	269	0
3	269	1
13	269	0
15	269	0
16	269	0
22	269	0
36	269	3
53	269	2
57	269	0
75	269	2
1	530	3
3	530	1
9	530	3
13	530	0
15	530	3
16	530	3
22	530	0
37	530	3
53	530	3
55	530	3
1	202	2
10	202	2
12	202	2
22	202	3
23	202	3
31	202	2
34	202	2
39	202	1
43	202	2
51	202	1
1	678	3
13	678	3
16	678	3
20	678	3
22	678	3
25	678	1
34	678	1
43	678	2
54	678	3
88	678	1
1	13	3
2	13	0
5	13	1
9	13	0
10	13	2
12	13	3
13	13	2
14	13	2
25	13	1
43	13	2
1	366	3
4	366	2
16	366	3
21	366	0
34	366	3
35	366	3
39	366	3
41	366	2
43	366	2
51	366	3
1	270	3
11	270	3
16	270	3
20	270	0
35	270	2
39	270	3
40	270	3
69	270	3
81	270	0
85	270	1
1	705	2
13	705	1
20	705	1
22	705	2
29	705	2
30	705	2
34	705	1
58	705	2
60	705	2
61	705	2
1	304	1
2	304	3
16	304	1
17	304	0
23	304	1
29	304	3
31	304	0
61	304	1
90	304	1
97	304	1
1	524	3
10	524	2
14	524	0
21	524	1
30	524	3
35	524	3
40	524	3
54	524	1
66	524	3
69	524	3
1	84	0
14	84	0
16	84	0
17	84	0
20	84	1
22	84	0
25	84	0
35	84	0
40	84	0
56	84	2
1	275	1
3	275	1
16	275	1
31	275	3
32	275	3
34	275	2
35	275	1
43	275	3
49	275	1
69	275	1
1	220	0
3	220	0
5	220	0
21	220	0
23	220	0
44	220	0
47	220	2
57	220	1
61	220	0
76	220	2
1	42	0
10	42	1
11	42	2
12	42	3
16	42	0
35	42	0
40	42	0
43	42	1
58	42	0
65	42	0
1	287	0
3	287	1
9	287	2
11	287	0
20	287	3
22	287	0
29	287	2
43	287	1
58	287	0
90	287	0
1	568	2
14	568	0
20	568	2
40	568	2
43	568	2
54	568	3
56	568	1
61	568	2
63	568	2
89	568	2
1	553	2
2	553	2
5	553	3
28	553	2
43	553	2
44	553	2
50	553	2
54	553	2
61	553	2
99	553	2
1	347	1
3	347	0
8	347	1
10	347	1
12	347	1
34	347	1
44	347	3
47	347	1
50	347	1
61	347	1
1	90	1
3	90	0
4	90	1
13	90	3
36	90	1
48	90	1
49	90	1
50	90	1
77	90	1
90	90	2
1	113	3
2	113	1
3	113	2
12	113	2
20	113	3
23	113	3
37	113	3
52	113	3
54	113	3
73	113	1
1	285	0
16	285	0
25	285	1
27	285	0
50	285	0
56	285	0
57	285	0
63	285	0
70	285	0
85	285	0
1	403	1
3	403	2
13	403	1
16	403	1
22	403	0
35	403	1
40	403	1
43	403	2
56	403	2
61	403	1
1	124	2
9	124	3
19	124	0
21	124	3
23	124	2
25	124	2
35	124	3
36	124	2
40	124	2
56	124	0
1	368	0
3	368	1
9	368	0
13	368	0
19	368	2
24	368	0
31	368	1
34	368	0
40	368	0
47	368	0
1	310	1
13	310	0
22	310	1
23	310	1
27	310	1
34	310	1
36	310	1
43	310	2
45	310	1
63	310	1
1	100	0
3	100	3
4	100	0
10	100	0
13	100	0
26	100	3
34	100	1
49	100	0
56	100	2
61	100	0
1	682	1
15	682	1
21	682	2
22	682	0
25	682	0
28	682	1
30	682	3
31	682	0
50	682	1
58	682	1
1	579	2
7	579	2
9	579	2
12	579	0
13	579	2
17	579	3
20	579	2
25	579	0
51	579	2
53	579	2
1	31	2
9	31	3
10	31	2
13	31	2
15	31	2
20	31	1
31	31	1
35	31	2
43	31	0
48	31	2
1	110	2
3	110	3
9	110	1
21	110	2
22	110	1
35	110	1
45	110	2
55	110	1
56	110	2
61	110	2
1	452	2
2	452	3
9	452	2
16	452	2
25	452	3
28	452	2
29	452	2
31	452	2
37	452	3
56	452	3
1	223	2
2	223	3
3	223	0
6	223	2
9	223	0
20	223	2
29	223	3
31	223	0
35	223	2
45	223	2
1	650	2
2	650	2
3	650	3
9	650	3
16	650	2
17	650	0
20	650	0
35	650	1
40	650	2
43	650	2
1	365	3
6	365	2
9	365	0
16	365	1
22	365	1
35	365	1
40	365	1
43	365	1
44	365	1
55	365	1
1	155	0
2	155	2
3	155	0
4	155	2
10	155	2
15	155	2
22	155	0
23	155	3
40	155	2
61	155	2
1	590	2
3	590	1
12	590	2
13	590	3
15	590	0
16	590	0
20	590	0
56	590	0
60	590	0
76	590	0
1	369	1
5	369	2
14	369	2
16	369	2
23	369	2
34	369	3
35	369	3
37	369	2
85	369	2
88	369	3
1	57	2
5	57	0
8	57	3
37	57	3
43	57	1
45	57	3
47	57	2
49	57	0
52	57	3
80	57	3
1	301	0
3	301	1
5	301	0
10	301	2
13	301	3
31	301	2
35	301	3
39	301	2
55	301	3
56	301	3
1	250	1
3	250	3
29	250	0
35	250	1
39	250	3
40	250	3
43	250	2
73	250	3
83	250	2
90	250	2
1	704	2
16	704	3
21	704	0
28	704	3
34	704	3
35	704	3
51	704	3
54	704	2
73	704	2
107	704	0
1	428	2
3	428	0
5	428	0
17	428	2
27	428	0
34	428	0
41	428	0
61	428	0
72	428	0
80	428	0
1	529	0
10	529	3
17	529	0
20	529	2
31	529	1
40	529	2
43	529	0
53	529	2
55	529	0
97	529	2
1	106	1
3	106	1
9	106	1
37	106	3
42	106	3
43	106	3
54	106	3
55	106	0
56	106	3
61	106	3
1	653	1
11	653	2
13	653	1
21	653	1
22	653	3
25	653	3
29	653	3
55	653	3
59	653	3
61	653	3
1	290	2
3	290	1
7	290	1
12	290	2
13	290	1
16	290	1
21	290	0
22	290	2
29	290	0
45	290	1
1	714	2
11	714	1
16	714	1
20	714	2
22	714	1
28	714	1
31	714	0
35	714	1
43	714	2
47	714	1
1	289	3
2	289	3
3	289	3
12	289	3
15	289	2
17	289	2
37	289	2
40	289	2
62	289	1
76	289	3
1	142	0
9	142	3
10	142	2
16	142	2
20	142	2
21	142	2
22	142	1
37	142	2
52	142	2
86	142	0
1	232	0
