A1VW9W0DWXCPYE	272	0
A3NU1SQPI1NXY4	272	0
AKBP92VUQ7G3	272	0
ATQWZNGQCN1RA	272	3
A2V3P1XE33NYC3	272	2
A2UFD1I8ZO1V4G	272	3
AD317NO9623GZ	272	3
A36JZTUKQVV5S5	272	0
A1BHMDRWW9ZYSO	272	1
A1VW9W0DWXCPYE	505	1
A3NU1SQPI1NXY4	505	2
AKBP92VUQ7G3	505	2
ATQWZNGQCN1RA	505	1
A2V3P1XE33NYC3	505	2
A2UFD1I8ZO1V4G	505	3
AD317NO9623GZ	505	0
A1PAR1TMKFPKQE	505	1
A1BHMDRWW9ZYSO	505	2
A1VW9W0DWXCPYE	197	3
A3NU1SQPI1NXY4	197	3
AKBP92VUQ7G3	197	3
ATQWZNGQCN1RA	197	3
A2V3P1XE33NYC3	197	1
A2UFD1I8ZO1V4G	197	2
AD317NO9623GZ	197	2
AWRAXV1RIYR0M	197	1
A1PAR1TMKFPKQE	197	3
A1VW9W0DWXCPYE	524	0
A3NU1SQPI1NXY4	524	0
AKBP92VUQ7G3	524	0
ATQWZNGQCN1RA	524	0
A2H321P1NSEW35	524	2
A2V3P1XE33NYC3	524	2
A2UFD1I8ZO1V4G	524	1
AD317NO9623GZ	524	3
A1C0Z73809FFDZ	524	2
A1VW9W0DWXCPYE	279	3
A3NU1SQPI1NXY4	279	3
AKBP92VUQ7G3	279	2
ATQWZNGQCN1RA	279	2
A2V3P1XE33NYC3	279	2
A2UFD1I8ZO1V4G	279	3
AD317NO9623GZ	279	3
AM2W23THD4CI7	279	1
A53VNQRRFQ785	279	1
A1VW9W0DWXCPYE	421	0
A3NU1SQPI1NXY4	421	3
AKBP92VUQ7G3	421	3
ATQWZNGQCN1RA	421	3
A2V3P1XE33NYC3	421	2
A2UFD1I8ZO1V4G	421	0
AD317NO9623GZ	421	0
A3GLUDQZGEJL5G	421	0
A1KZOLS51I9SS7	421	3
A1VW9W0DWXCPYE	424	2
A3NU1SQPI1NXY4	424	2
AKBP92VUQ7G3	424	0
ATQWZNGQCN1RA	424	1
A2V3P1XE33NYC3	424	2
A2UFD1I8ZO1V4G	424	2
AD317NO9623GZ	424	1
A3GLUDQZGEJL5G	424	0
A1KZOLS51I9SS7	424	2
A1VW9W0DWXCPYE	177	1
A3NU1SQPI1NXY4	177	1
AKBP92VUQ7G3	177	1
ATQWZNGQCN1RA	177	3
A2V3P1XE33NYC3	177	2
A2UFD1I8ZO1V4G	177	1
AD317NO9623GZ	177	0
A36JZTUKQVV5S5	177	1
A3E157ZN8XPUKJ	177	2
A1VW9W0DWXCPYE	443	1
A3NU1SQPI1NXY4	443	3
AKBP92VUQ7G3	443	0
ATQWZNGQCN1RA	443	1
A2V3P1XE33NYC3	443	2
A2UFD1I8ZO1V4G	443	2
AD317NO9623GZ	443	3
A3E157ZN8XPUKJ	443	0
A1BHMDRWW9ZYSO	443	2
A1VW9W0DWXCPYE	408	1
A3NU1SQPI1NXY4	408	0
AKBP92VUQ7G3	408	3
ATQWZNGQCN1RA	408	1
A2H321P1NSEW35	408	2
A2V3P1XE33NYC3	408	1
A2UFD1I8ZO1V4G	408	1
AD317NO9623GZ	408	2
A3E157ZN8XPUKJ	408	2
A1VW9W0DWXCPYE	519	0
A3NU1SQPI1NXY4	519	1
AKBP92VUQ7G3	519	3
ATQWZNGQCN1RA	519	0
A2V3P1XE33NYC3	519	2
A2UFD1I8ZO1V4G	519	1
AD317NO9623GZ	519	3
A1PAR1TMKFPKQE	519	0
A3E157ZN8XPUKJ	519	0
A1VW9W0DWXCPYE	216	2
A3NU1SQPI1NXY4	216	3
AKBP92VUQ7G3	216	3
ATQWZNGQCN1RA	216	2
A2H321P1NSEW35	216	0
A2V3P1XE33NYC3	216	3
A2UFD1I8ZO1V4G	216	3
AD317NO9623GZ	216	3
A1BHMDRWW9ZYSO	216	0
A1VW9W0DWXCPYE	235	1
A3NU1SQPI1NXY4	235	1
AKBP92VUQ7G3	235	2
ATQWZNGQCN1RA	235	2
A2H321P1NSEW35	235	3
A2V3P1XE33NYC3	235	1
A2UFD1I8ZO1V4G	235	1
AD317NO9623GZ	235	1
A3E157ZN8XPUKJ	235	2
A1VW9W0DWXCPYE	200	1
A3NU1SQPI1NXY4	200	2
AKBP92VUQ7G3	200	2
ATQWZNGQCN1RA	200	3
A2V3P1XE33NYC3	200	1
A2UFD1I8ZO1V4G	200	1
AD317NO9623GZ	200	1
AWRAXV1RIYR0M	200	1
A1PAR1TMKFPKQE	200	1
A1VW9W0DWXCPYE	441	3
A3NU1SQPI1NXY4	441	1
AKBP92VUQ7G3	441	3
ATQWZNGQCN1RA	441	3
A2V3P1XE33NYC3	441	2
A2UFD1I8ZO1V4G	441	0
AD317NO9623GZ	441	0
A3E157ZN8XPUKJ	441	3
A1BHMDRWW9ZYSO	441	3
A1VW9W0DWXCPYE	344	0
A3NU1SQPI1NXY4	344	0
AKBP92VUQ7G3	344	1
ATQWZNGQCN1RA	344	0
A2H321P1NSEW35	344	3
A2F0X4LN9N4O4C	344	1
A2V3P1XE33NYC3	344	2
A2UFD1I8ZO1V4G	344	0
AD317NO9623GZ	344	3
A1VW9W0DWXCPYE	198	0
A3NU1SQPI1NXY4	198	3
AKBP92VUQ7G3	198	0
ATQWZNGQCN1RA	198	0
A2V3P1XE33NYC3	198	3
A2UFD1I8ZO1V4G	198	0
AD317NO9623GZ	198	1
AWRAXV1RIYR0M	198	1
A1PAR1TMKFPKQE	198	1
A1VW9W0DWXCPYE	520	2
A3NU1SQPI1NXY4	520	2
AKBP92VUQ7G3	520	3
ATQWZNGQCN1RA	520	2
A2V3P1XE33NYC3	520	1
A2UFD1I8ZO1V4G	520	3
AD317NO9623GZ	520	0
A1PAR1TMKFPKQE	520	3
A3E157ZN8XPUKJ	520	2
A1VW9W0DWXCPYE	577	0
A3NU1SQPI1NXY4	577	0
AKBP92VUQ7G3	577	3
ATQWZNGQCN1RA	577	1
A2V3P1XE33NYC3	577	2
A2UFD1I8ZO1V4G	577	2
AD317NO9623GZ	577	3
A1PAR1TMKFPKQE	577	0
A2BERTY629PZDT	577	1
A1VW9W0DWXCPYE	442	2
A3NU1SQPI1NXY4	442	2
AKBP92VUQ7G3	442	0
ATQWZNGQCN1RA	442	2
A2V3P1XE33NYC3	442	0
A2UFD1I8ZO1V4G	442	1
AD317NO9623GZ	442	2
A3E157ZN8XPUKJ	442	0
A1BHMDRWW9ZYSO	442	2
A1VW9W0DWXCPYE	507	0
A3NU1SQPI1NXY4	507	0
AKBP92VUQ7G3	507	3
ATQWZNGQCN1RA	507	0
A2V3P1XE33NYC3	507	3
A2UFD1I8ZO1V4G	507	0
AD317NO9623GZ	507	1
A1PAR1TMKFPKQE	507	0
A1BHMDRWW9ZYSO	507	1
A1VW9W0DWXCPYE	406	3
A3NU1SQPI1NXY4	406	0
AKBP92VUQ7G3	406	3
ATQWZNGQCN1RA	406	2
A2H321P1NSEW35	406	3
A2V3P1XE33NYC3	406	0
A2UFD1I8ZO1V4G	406	3
AD317NO9623GZ	406	0
A3E157ZN8XPUKJ	406	1
A1VW9W0DWXCPYE	504	0
A3NU1SQPI1NXY4	504	0
AKBP92VUQ7G3	504	3
ATQWZNGQCN1RA	504	0
A2V3P1XE33NYC3	504	3
A2UFD1I8ZO1V4G	504	2
AD317NO9623GZ	504	0
A1PAR1TMKFPKQE	504	1
A3E157ZN8XPUKJ	504	2
A1VW9W0DWXCPYE	178	3
A3NU1SQPI1NXY4	178	3
AKBP92VUQ7G3	178	2
ATQWZNGQCN1RA	178	3
A2V3P1XE33NYC3	178	0
A2UFD1I8ZO1V4G	178	1
AD317NO9623GZ	178	1
A36JZTUKQVV5S5	178	1
A3E157ZN8XPUKJ	178	0
A1VW9W0DWXCPYE	501	2
A3NU1SQPI1NXY4	501	2
AKBP92VUQ7G3	501	3
ATQWZNGQCN1RA	501	0
A2V3P1XE33NYC3	501	2
A2UFD1I8ZO1V4G	501	1
AD317NO9623GZ	501	3
A1PAR1TMKFPKQE	501	2
A3E157ZN8XPUKJ	501	3
A1VW9W0DWXCPYE	444	0
A3NU1SQPI1NXY4	444	1
AKBP92VUQ7G3	444	2
ATQWZNGQCN1RA	444	3
A2V3P1XE33NYC3	444	1
A2UFD1I8ZO1V4G	444	0
AD317NO9623GZ	444	2
A3E157ZN8XPUKJ	444	0
A1BHMDRWW9ZYSO	444	2
A1VW9W0DWXCPYE	396	3
A3NU1SQPI1NXY4	396	3
AKBP92VUQ7G3	396	0
ATQWZNGQCN1RA	396	0
A2V3P1XE33NYC3	396	0
A2UFD1I8ZO1V4G	396	3
AD317NO9623GZ	396	1
A1PAR1TMKFPKQE	396	3
A3E157ZN8XPUKJ	396	3
A1VW9W0DWXCPYE	423	1
A3NU1SQPI1NXY4	423	2
AKBP92VUQ7G3	423	2
ATQWZNGQCN1RA	423	1
A2V3P1XE33NYC3	423	2
A2UFD1I8ZO1V4G	423	3
AD317NO9623GZ	423	2
A3GLUDQZGEJL5G	423	1
A1KZOLS51I9SS7	423	0
A1VW9W0DWXCPYE	459	2
A3NU1SQPI1NXY4	459	0
AKBP92VUQ7G3	459	1
ATQWZNGQCN1RA	459	2
A2V3P1XE33NYC3	459	0
