1,A1AVJRFM6L0RN8,125
1,ADAGUJNWMEPT6,180
1,A1LY3NJTYW9TFF,105
1,A14WWG6NKBDWGP,130
1,A1VYRD3HO2WDUN,120
1,A1XUURRBT9RYFW,110
1,A1M0SEWUJYX9K0,160
1,A2KBTYNGUFRB9N,180
1,A3POYFULMTNW1H,125
1,ARQ4J4TLTPBNC,200
2,A1AVJRFM6L0RN8,100
2,ADAGUJNWMEPT6,105
2,A1LY3NJTYW9TFF,100
2,A14WWG6NKBDWGP,150
2,A1VYRD3HO2WDUN,100
2,A1XUURRBT9RYFW,110
2,A1M0SEWUJYX9K0,175
2,A2KBTYNGUFRB9N,150
2,A3POYFULMTNW1H,100
2,ARQ4J4TLTPBNC,200
3,A1AVJRFM6L0RN8,100
3,ADAGUJNWMEPT6,100
3,A1LY3NJTYW9TFF,100
3,A14WWG6NKBDWGP,100
3,A1VYRD3HO2WDUN,100
3,A1XUURRBT9RYFW,100
3,A1M0SEWUJYX9K0,100
3,A2KBTYNGUFRB9N,100
3,A3POYFULMTNW1H,100
3,ARQ4J4TLTPBNC,100
4,A1AVJRFM6L0RN8,100
4,ADAGUJNWMEPT6,100
4,A1LY3NJTYW9TFF,110
4,A14WWG6NKBDWGP,100
4,A1VYRD3HO2WDUN,100
4,A1XUURRBT9RYFW,100
4,A1M0SEWUJYX9K0,100
4,A2KBTYNGUFRB9N,100
4,A3POYFULMTNW1H,100
4,ARQ4J4TLTPBNC,100
5,A1AVJRFM6L0RN8,100
5,ADAGUJNWMEPT6,100
5,A1LY3NJTYW9TFF,140
5,A14WWG6NKBDWGP,150
5,A1VYRD3HO2WDUN,100
5,A1XUURRBT9RYFW,100
5,A1M0SEWUJYX9K0,125
5,A2KBTYNGUFRB9N,120
5,A3POYFULMTNW1H,100
5,ARQ4J4TLTPBNC,100
6,A1AVJRFM6L0RN8,175
6,ADAGUJNWMEPT6,150
6,A1LY3NJTYW9TFF,120
6,A14WWG6NKBDWGP,140
6,A1VYRD3HO2WDUN,100
6,A1XUURRBT9RYFW,105
6,A1M0SEWUJYX9K0,180
6,A2KBTYNGUFRB9N,190
6,A3POYFULMTNW1H,195
6,ARQ4J4TLTPBNC,200
7,A1AVJRFM6L0RN8,100
7,ADAGUJNWMEPT6,100
7,A1LY3NJTYW9TFF,100
7,A14WWG6NKBDWGP,100
7,A1VYRD3HO2WDUN,100
7,A1XUURRBT9RYFW,100
7,A1M0SEWUJYX9K0,100
7,A2KBTYNGUFRB9N,100
7,A3POYFULMTNW1H,100
7,ARQ4J4TLTPBNC,100
8,A1AVJRFM6L0RN8,100
8,ADAGUJNWMEPT6,105
8,A1LY3NJTYW9TFF,100
8,A14WWG6NKBDWGP,120
8,A1VYRD3HO2WDUN,100
8,A1XUURRBT9RYFW,100
8,A1M0SEWUJYX9K0,100
8,A2KBTYNGUFRB9N,100
8,A3POYFULMTNW1H,100
8,ARQ4J4TLTPBNC,100
9,A1AVJRFM6L0RN8,100
9,ADAGUJNWMEPT6,100
9,A1LY3NJTYW9TFF,130
9,A14WWG6NKBDWGP,110
9,A1VYRD3HO2WDUN,100
9,A1XUURRBT9RYFW,100
9,A1M0SEWUJYX9K0,100
9,A2KBTYNGUFRB9N,100
9,A3POYFULMTNW1H,135
9,ARQ4J4TLTPBNC,100
10,A1AVJRFM6L0RN8,100
10,ADAGUJNWMEPT6,100
10,A1LY3NJTYW9TFF,100
10,A14WWG6NKBDWGP,100
10,A1VYRD3HO2WDUN,100
10,A1XUURRBT9RYFW,100
10,A1M0SEWUJYX9K0,100
10,A2KBTYNGUFRB9N,100
10,A3POYFULMTNW1H,100
10,ARQ4J4TLTPBNC,100
11,A1AVJRFM6L0RN8,100
11,ADAGUJNWMEPT6,100
11,A1LY3NJTYW9TFF,100
11,A14WWG6NKBDWGP,100
11,A1VYRD3HO2WDUN,100
11,A1XUURRBT9RYFW,100
11,A1M0SEWUJYX9K0,100
11,A2KBTYNGUFRB9N,100
11,A3POYFULMTNW1H,102
11,ARQ4J4TLTPBNC,140
12,A1AVJRFM6L0RN8,125
12,ADAGUJNWMEPT6,100
12,A1LY3NJTYW9TFF,100
12,A14WWG6NKBDWGP,100
12,A1VYRD3HO2WDUN,100
12,A1XUURRBT9RYFW,100
12,A1M0SEWUJYX9K0,100
12,A2KBTYNGUFRB9N,100
12,A3POYFULMTNW1H,100
