1	704	3
16	704	2
21	704	2
28	704	1
34	704	3
35	704	0
51	704	3
54	704	1
73	704	2
107	704	2
1	250	3
3	250	0
29	250	3
35	250	3
39	250	0
40	250	3
43	250	3
73	250	3
83	250	3
90	250	2
1	556	2
5	556	2
13	556	2
17	556	2
19	556	0
20	556	1
25	556	3
35	556	1
39	556	3
66	556	3
1	289	2
2	289	3
3	289	3
12	289	2
15	289	1
17	289	2
37	289	2
40	289	2
62	289	0
76	289	3
1	275	1
3	275	0
16	275	1
31	275	2
32	275	3
34	275	1
35	275	0
43	275	1
49	275	1
69	275	1
1	147	3
2	147	1
3	147	2
5	147	2
37	147	2
40	147	0
47	147	1
61	147	3
76	147	3
77	147	1
1	162	1
9	162	1
16	162	3
27	162	1
29	162	1
31	162	0
42	162	0
48	162	2
58	162	2
85	162	2
1	529	2
10	529	2
17	529	2
20	529	1
31	529	1
40	529	2
43	529	2
53	529	0
55	529	2
97	529	0
1	625	2
3	625	2
9	625	2
15	625	2
16	625	1
29	625	2
31	625	1
34	625	2
36	625	0
43	625	2
1	155	2
2	155	3
3	155	2
4	155	1
10	155	1
15	155	2
22	155	1
23	155	2
40	155	2
61	155	2
1	71	2
13	71	0
15	71	2
34	71	1
35	71	3
47	71	3
51	71	2
54	71	2
55	71	0
66	71	0
1	285	0
16	285	0
25	285	1
27	285	0
50	285	0
56	285	1
57	285	3
63	285	3
70	285	0
85	285	0
1	456	2
4	456	2
8	456	2
15	456	1
21	456	1
34	456	0
40	456	2
54	456	1
60	456	2
61	456	0
1	283	0
2	283	3
13	283	0
17	283	0
21	283	0
31	283	1
41	283	0
55	283	3
76	283	1
90	283	2
1	290	1
3	290	1
7	290	2
12	290	1
13	290	1
16	290	1
21	290	1
22	290	0
29	290	3
45	290	1
1	128	3
2	128	3
3	128	1
12	128	0
13	128	1
20	128	0
28	128	3
35	128	0
44	128	0
47	128	3
1	380	0
3	380	2
9	380	3
13	380	0
21	380	2
37	380	0
41	380	3
43	380	0
56	380	3
63	380	3
1	328	3
3	328	1
8	328	1
10	328	2
16	328	3
23	328	3
34	328	3
53	328	2
62	328	3
74	328	3
1	477	0
9	477	0
13	477	3
17	477	0
20	477	3
27	477	0
29	477	0
41	477	0
43	477	3
66	477	0
1	602	2
3	602	2
10	602	2
11	602	3
13	602	0
17	602	0
20	602	3
49	602	2
56	602	3
80	602	0
1	87	1
8	87	1
14	87	3
16	87	1
28	87	1
31	87	2
34	87	1
39	87	1
43	87	1
69	87	3
1	445	0
3	445	1
10	445	0
13	445	0
16	445	0
20	445	3
25	445	3
37	445	2
43	445	0
45	445	0
1	530	3
3	530	2
9	530	3
13	530	0
15	530	1
16	530	1
22	530	1
37	530	1
53	530	3
55	530	3
1	518	2
2	518	2
9	518	2
11	518	0
13	518	2
16	518	3
19	518	1
31	518	0
53	518	3
65	518	1
1	311	3
9	311	1
15	311	0
28	311	0
34	311	3
35	311	0
37	311	0
58	311	3
87	311	0
101	311	0
1	126	2
9	126	2
11	126	0
16	126	0
19	126	2
22	126	2
39	126	1
47	126	1
55	126	2
66	126	2
1	653	3
11	653	0
13	653	1
21	653	3
22	653	3
25	653	0
29	653	2
55	653	0
59	653	2
61	653	3
1	223	2
2	223	1
3	223	0
6	223	3
9	223	2
20	223	3
29	223	2
31	223	3
35	223	1
45	223	2
1	2	2
3	2	3
9	2	2
11	2	0
12	2	3
13	2	3
14	2	3
15	2	1
16	2	0
17	2	3
1	377	2
13	377	0
17	377	2
20	377	3
28	377	3
29	377	3
37	377	2
42	377	1
55	377	1
60	377	2
1	148	2
3	148	0
9	148	2
20	148	3
22	148	2
29	148	2
35	148	0
40	148	2
43	148	1
51	148	2
1	343	1
3	343	3
16	343	0
20	343	0
21	343	0
28	343	0
31	343	2
35	343	2
61	343	1
66	343	3
1	263	0
13	263	3
16	263	0
20	263	3
37	263	3
40	263	0
41	263	0
43	263	0
62	263	3
81	263	0
1	115	2
3	115	1
9	115	2
12	115	2
13	115	0
20	115	0
41	115	2
51	115	2
53	115	0
54	115	1
1	197	3
9	197	3
11	197	0
17	197	0
23	197	3
32	197	3
37	197	3
56	197	1
90	197	3
91	197	3
1	413	3
3	413	0
12	413	2
16	413	0
21	413	3
25	413	2
28	413	0
30	413	1
31	413	2
50	413	3
1	323	2
3	323	1
12	323	2
25	323	1
27	323	2
31	323	1
