A1VW9W0DWXCPYE	408	1
A3NU1SQPI1NXY4	408	0
AKBP92VUQ7G3	408	2
ATQWZNGQCN1RA	408	0
A2H321P1NSEW35	408	2
A2V3P1XE33NYC3	408	3
A2UFD1I8ZO1V4G	408	1
AD317NO9623GZ	408	2
A3E157ZN8XPUKJ	408	1
A1VW9W0DWXCPYE	87	0
A3NU1SQPI1NXY4	87	3
AKBP92VUQ7G3	87	0
ATQWZNGQCN1RA	87	1
A2V3P1XE33NYC3	87	0
A2UFD1I8ZO1V4G	87	1
AD317NO9623GZ	87	3
A1PAR1TMKFPKQE	87	3
A3E157ZN8XPUKJ	87	3
A1VW9W0DWXCPYE	496	2
A3NU1SQPI1NXY4	496	1
AKBP92VUQ7G3	496	2
ATQWZNGQCN1RA	496	3
A2V3P1XE33NYC3	496	3
A2UFD1I8ZO1V4G	496	2
AD317NO9623GZ	496	1
A1PAR1TMKFPKQE	496	2
A53VNQRRFQ785	496	2
A1VW9W0DWXCPYE	393	1
A3NU1SQPI1NXY4	393	1
AKBP92VUQ7G3	393	0
ATQWZNGQCN1RA	393	2
A2V3P1XE33NYC3	393	1
A2UFD1I8ZO1V4G	393	1
AD317NO9623GZ	393	3
A1PAR1TMKFPKQE	393	1
A3E157ZN8XPUKJ	393	3
A1VW9W0DWXCPYE	197	3
A3NU1SQPI1NXY4	197	2
AKBP92VUQ7G3	197	0
ATQWZNGQCN1RA	197	2
A2V3P1XE33NYC3	197	2
A2UFD1I8ZO1V4G	197	0
AD317NO9623GZ	197	2
AWRAXV1RIYR0M	197	1
A1PAR1TMKFPKQE	197	1
A1VW9W0DWXCPYE	494	3
A3NU1SQPI1NXY4	494	2
AKBP92VUQ7G3	494	3
ATQWZNGQCN1RA	494	0
A2V3P1XE33NYC3	494	2
A2UFD1I8ZO1V4G	494	1
AD317NO9623GZ	494	3
A1PAR1TMKFPKQE	494	3
A53VNQRRFQ785	494	2
A1VW9W0DWXCPYE	423	1
A3NU1SQPI1NXY4	423	3
AKBP92VUQ7G3	423	3
ATQWZNGQCN1RA	423	1
A2V3P1XE33NYC3	423	1
A2UFD1I8ZO1V4G	423	0
AD317NO9623GZ	423	1
A3GLUDQZGEJL5G	423	3
A1KZOLS51I9SS7	423	1
A1VW9W0DWXCPYE	443	1
A3NU1SQPI1NXY4	443	3
AKBP92VUQ7G3	443	1
ATQWZNGQCN1RA	443	2
A2V3P1XE33NYC3	443	1
A2UFD1I8ZO1V4G	443	3
AD317NO9623GZ	443	0
A3E157ZN8XPUKJ	443	1
A1BHMDRWW9ZYSO	443	2
A1VW9W0DWXCPYE	507	0
A3NU1SQPI1NXY4	507	1
AKBP92VUQ7G3	507	0
ATQWZNGQCN1RA	507	3
A2V3P1XE33NYC3	507	0
A2UFD1I8ZO1V4G	507	0
AD317NO9623GZ	507	0
A1PAR1TMKFPKQE	507	0
A1BHMDRWW9ZYSO	507	3
A1VW9W0DWXCPYE	235	1
A3NU1SQPI1NXY4	235	3
AKBP92VUQ7G3	235	1
ATQWZNGQCN1RA	235	1
A2H321P1NSEW35	235	1
A2V3P1XE33NYC3	235	1
A2UFD1I8ZO1V4G	235	3
AD317NO9623GZ	235	1
A3E157ZN8XPUKJ	235	1
A1VW9W0DWXCPYE	272	0
A3NU1SQPI1NXY4	272	1
AKBP92VUQ7G3	272	0
ATQWZNGQCN1RA	272	0
A2V3P1XE33NYC3	272	2
A2UFD1I8ZO1V4G	272	0
AD317NO9623GZ	272	0
A36JZTUKQVV5S5	272	0
A1BHMDRWW9ZYSO	272	2
A1VW9W0DWXCPYE	341	2
A3NU1SQPI1NXY4	341	2
AKBP92VUQ7G3	341	2
ATQWZNGQCN1RA	341	2
A2H321P1NSEW35	341	2
A2F0X4LN9N4O4C	341	0
A2V3P1XE33NYC3	341	1
A2UFD1I8ZO1V4G	341	1
AD317NO9623GZ	341	3
A1VW9W0DWXCPYE	525	0
A3NU1SQPI1NXY4	525	0
