1	1	3
2	1	2
3	1	3
4	1	3
5	1	3
6	1	2
7	1	0
8	1	2
9	1	3
10	1	2
11	2	2
12	2	2
13	2	3
14	2	2
15	2	2
1	2	2
16	2	2
17	2	2
3	2	2
9	2	3
12	3	1
3	3	1
13	3	1
17	3	1
18	3	1
19	3	1
20	3	1
21	3	1
22	3	0
16	3	0
23	4	0
24	4	0
25	4	0
26	4	0
27	4	0
28	4	0
29	4	1
30	4	0
20	4	0
31	4	0
32	5	2
33	5	3
16	5	3
3	5	2
20	5	2
34	5	3
28	5	3
25	5	3
31	5	2
35	5	3
35	6	2
1	6	2
36	6	3
37	6	2
38	6	2
13	6	2
16	6	2
20	6	2
39	6	3
25	6	2
13	7	1
40	7	1
35	7	0
41	7	1
34	7	1
42	7	1
21	7	1
9	7	1
43	7	1
11	7	0
1	8	0
40	8	0
44	8	0
3	8	1
45	8	0
23	8	0
46	8	0
47	8	0
20	8	0
5	8	1
48	9	0
49	9	0
50	9	0
35	9	0
51	9	1
52	9	0
27	9	0
34	9	0
16	9	2
9	9	0
2	10	2
16	10	0
53	10	0
54	10	0
34	10	0
51	10	0
21	10	0
12	10	0
3	10	1
9	10	0
50	11	0
25	11	0
31	11	0
5	11	0
39	11	0
54	11	1
35	11	0
19	11	0
55	11	0
3	11	1
50	12	0
2	12	1
1	12	1
10	12	0
43	12	0
4	12	1
34	12	1
8	12	1
31	12	1
26	12	1
2	13	3
14	13	2
1	13	3
25	13	2
43	13	3
9	13	3
10	13	3
5	13	2
12	13	3
13	13	3
12	14	1
35	14	0
36	14	1
56	14	1
9	14	1
57	14	1
58	14	2
44	14	0
16	14	0
6	14	1
40	15	3
55	15	3
34	15	3
36	15	3
42	15	3
16	15	3
59	15	3
43	15	2
3	15	2
28	15	3
47	16	0
56	16	0
34	16	0
60	16	0
50	16	0
61	16	0
11	16	1
25	16	0
31	16	0
62	16	0
13	17	3
40	17	3
10	17	3
39	17	3
17	17	3
21	17	3
43	17	3
45	17	3
22	17	2
58	17	2
43	18	1
3	18	1
40	18	1
26	18	1
17	18	1
18	18	1
9	18	1
61	18	1
13	18	1
54	18	1
16	19	0
12	19	0
3	19	0
53	19	0
31	19	0
9	19	0
55	19	0
13	19	0
34	19	0
14	19	0
13	20	0
11	20	0
36	20	1
47	20	1
15	20	1
23	20	1
9	20	1
55	20	0
16	20	0
61	20	1
50	21	2
43	21	3
2	21	2
47	21	3
23	21	3
40	21	3
63	21	2
16	21	2
15	21	2
34	21	3
13	22	3
11	22	3
17	22	3
9	22	3
56	22	2
22	22	3
35	22	1
23	22	3
55	22	2
21	22	3
48	23	0
1	23	0
39	23	0
3	23	1
64	23	0
13	23	0
10	23	0
55	23	0
36	23	0
20	23	0
49	24	1
53	24	1
25	24	2
62	24	0
37	24	1
13	24	1
65	24	0
23	24	0
54	24	1
47	24	1
2	25	2
50	25	3
3	25	3
22	25	3
58	25	2
44	25	3
10	25	3
34	25	3
66	25	3
9	25	2
4	26	3
31	26	3
49	26	3
53	26	3
34	26	3
47	26	3
20	26	3
58	26	2
22	26	3
16	26	3
2	27	3
3	27	3
67	27	2
13	27	3
25	27	3
52	27	3
56	27	2
23	27	3
34	27	3
9	27	3
14	28	0
3	28	2
27	28	2
20	28	2
13	28	2
19	28	2
40	28	2
43	28	2
29	28	1
51	28	2
12	29	3
3	29	3
68	29	3
31	29	3
47	29	3
56	29	3
13	29	3
35	29	1
60	29	3
34	29	3
3	30	0
31	30	0
35	30	0
27	30	1
20	30	1
5	30	1
22	30	0
41	30	1
10	30	0
59	30	1
48	31	2
1	31	3
13	31	2
15	31	2
10	31	2
9	31	3
31	31	3
35	31	2
43	31	2
20	31	2
11	32	1
25	32	1
43	32	1
15	32	1
9	32	1
27	32	1
34	32	1
69	32	1
31	32	1
35	32	0
19	33	0
58	33	1
9	33	0
25	33	1
16	33	1
3	33	0
11	33	1
41	33	1
21	33	0
34	33	1
1	34	1
16	34	1
24	34	1
3	34	0
14	34	0
53	34	0
31	34	1
13	34	1
15	34	0
35	34	1
36	35	3
70	35	3
4	35	3
25	35	3
23	35	3
53	35	3
56	35	2
26	35	2
14	35	3
20	35	2
12	36	3
16	36	3
70	36	3
25	36	3
37	36	2
71	36	3
28	36	3
39	36	3
51	36	3
47	36	3
23	37	3
31	37	2
40	37	3
16	37	3
58	37	2
28	37	3
42	37	3
29	37	2
5	37	3
35	37	3
11	38	3
31	38	2
61	38	2
19	38	2
34	38	2
3	38	2
17	38	3
16	38	3
29	38	2
22	38	2
72	39	3
5	39	3
23	39	2
8	39	2
20	39	2
9	39	2
13	39	3
41	39	3
25	39	3
22	39	3
37	40	2
10	40	2
17	40	2
23	40	2
19	40	2
41	40	2
27	40	2
29	40	2
13	40	2
73	40	2
74	41	2
75	41	2
49	41	2
1	41	2
35	41	2
16	41	2
31	41	2
34	41	2
30	41	2
72	41	2
16	42	1
11	42	1
1	42	0
35	42	1
40	42	0
43	42	0
65	42	0
58	42	1
12	42	0
10	42	1
49	43	3
48	43	3
56	43	3
47	43	3
34	43	3
31	43	3
25	43	3
9	43	3
20	43	3
43	43	3
22	44	2
35	44	2
37	44	2
43	44	1
20	44	2
9	44	2
21	44	2
34	44	2
14	44	2
66	44	2
2	45	0
31	45	1
67	45	0
3	45	1
16	45	1
53	45	0
9	45	0
20	45	1
39	45	0
10	45	0
16	46	0
1	46	0
37	46	0
2	46	1
43	46	0
23	46	0
7	46	0
40	46	0
47	46	0
9	46	0
11	47	1
49	47	0
40	47	1
34	47	1
26	47	1
31	47	1
5	47	0
17	47	1
9	47	1
55	47	1
13	48	2
31	48	2
34	48	2
35	48	2
61	48	2
41	48	2
23	48	2
47	48	2
3	48	2
14	48	3
50	49	2
76	49	2
25	49	2
2	49	3
9	49	3
3	49	2
28	49	2
16	49	2
35	49	2
73	49	2
35	50	1
43	50	0
67	50	0
50	50	1
8	50	1
37	50	1
23	50	1
31	50	1
9	50	1
27	50	1
23	51	3
24	51	3
25	51	3
40	51	3
17	51	3
2	51	2
9	51	3
39	51	2
58	51	2
54	51	2
11	52	2
4	52	2
13	52	2
39	52	2
56	52	2
40	52	2
12	52	2
47	52	2
42	52	2
20	52	2
16	53	0
61	53	1
56	53	0
35	53	1
37	53	1
47	53	1
17	53	0
50	53	0
13	53	1
29	53	1
23	54	1
34	54	0
8	54	1
16	54	0
43	54	0
35	54	0
12	54	0
3	54	1
9	54	0
28	54	1
35	55	2
12	55	3
77	55	3
78	55	3
14	55	3
4	55	3
34	55	3
43	55	3
3	55	2
36	55	3
79	56	0
12	56	1
36	56	1
22	56	0
5	56	1
9	56	1
37	56	1
41	56	1
35	56	0
45	56	1
1	57	0
43	57	3
49	57	3
80	57	3
5	57	3
37	57	2
52	57	2
8	57	2
45	57	2
47	57	3
37	58	2
22	58	3
56	58	2
13	58	3
9	58	3
20	58	3
25	58	3
36	58	3
28	58	3
66	58	3
50	59	1
10	59	1
25	59	0
8	59	1
41	59	1
26	59	1
23	59	1
51	59	1
53	59	1
11	59	1
81	60	2
39	60	3
80	60	3
12	60	3
3	60	2
34	60	3
9	60	3
53	60	2
54	60	3
50	60	3
40	61	3
43	61	3
